statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Bob Sears,"February 2, 2015","""Every year in the United States between 3,000 and 4,500 severe vaccine reactions are reported to the Centers for Disease Control. Not mild reactions. Severe reactions that land somebody in the hospital, the intensive care unit or cause a permanent disability or death.""",mostly-false,interview on CNN,Health Care; Public Health; PunditFact,Aaron Sharockman,"February 3, 2015",https://www.politifact.com/factchecks/2015/feb/03/bob-sears/what-cdc-statistics-say-about-vaccine-illnesses-in/
Barbara Comstock,"January 22, 2015","""Did you know under President Obama family health care premiums have increased $4,154 on the average?""",mostly-false,tweet.,Health Care; Virginia,Warren Fiske,"February 2, 2015",https://www.politifact.com/factchecks/2015/feb/02/barbara-comstock/comstock-says-family-health-policies-have-increase/
Richard Besser,"February 1, 2015","""It used to be that the only children at school who weren't vaccinated were those who had true medical"" conditions. ""Now there are 19 states that allow personal belief exemptions.""",half-true,"comments on ABC's ""This Week""",Health Care; Public Health; PunditFact,Katie Sanders,"February 1, 2015",https://www.politifact.com/factchecks/2015/feb/01/richard-besser/abc-expert-19-states-now-allow-personal-exemption-/
Rhode Island Center for Freedom and Prosperity,"January 10, 2015","""Common welfare programs give income of $43,330 or $20.83 an hour.""",mostly-false,tweet,Rhode Island; Children; Economy; Families; Federal Budget; Government Regulation; Health Care; Housing; Income; Medicaid; Poverty; Welfare; Women; Workers,C. Eugene Emery Jr.,"February 1, 2015",https://www.politifact.com/factchecks/2015/feb/01/rhode-island-center-freedom-and-prosperity/do-common-welfare-programs-pay-equivalent-2083-hou/
John Boehner,"January 25, 2015","The Affordable Care Act ""basically puts a penalty or a tax on employers for every new job they create.""",half-true,"interview on CBS' ""60 Minutes""",National; Economy; Health Care; Jobs; Taxes,Louis Jacobson,"January 29, 2015",https://www.politifact.com/factchecks/2015/jan/29/john-boehner/john-boehner-says-obamacare-puts-penalty-or-tax-em/
Florida Chamber of Commerce,"January 13, 2015","""Insured Floridians pay about $2,000 for every hospital stay to cover the cost of the uninsured.""",half-true,report on health care costs,Health Care; Medicaid; Florida,Joshua Gillin,"January 28, 2015",https://www.politifact.com/factchecks/2015/jan/28/florida-chamber-commerce/insured-people-pay-about-2000-uninsured-hospital-s/
Stuart Varney,"January 27, 2015","""It will cost $50,000 per enrollee in Obamacare over the next 10 years.""",false,"interview on Fox News' ""America's Newsroom""",Health Care; Taxes; PunditFact,Jon Greenberg,"January 28, 2015",https://www.politifact.com/factchecks/2015/jan/28/stuart-varney/will-aca-cost-50000-enrollee/
Andy Puzder,"January 13, 2015","""Obamacare has caused millions of full-time jobs to become part-time.""",half-true,op-ed,National; Economy; Health Care; Jobs,Louis Jacobson,"January 23, 2015",https://www.politifact.com/factchecks/2015/jan/23/andy-puzder/ceo-carls-jr-says-obamacare-has-caused-millions-fu/
Chain email,"January 1, 2015","New tax increases that went into effect on Jan. 1, 2015, ""all passed under the Affordable Care Act, aka Obamacare.""",pants-fire,chain email,National; Health Care; Medicare; Taxes,Louis Jacobson,"January 5, 2015",https://www.politifact.com/factchecks/2015/jan/05/chain-email/what-will-happen-taxes-january-2015-chain-email-wr/
Ron Johnson,"December 11, 2014","Two-thirds of the federal budget is ""permanent law ... it's permanently appropriated.""",mostly-true,interview,Debt; Federal Budget; Health Care; Medicaid; Medicare; Social Security; Wisconsin,Tom Kertscher,"December 19, 2014",https://www.politifact.com/factchecks/2014/dec/19/ron-johnson/most-federal-spending-permanently-appropriated-wis/
Glenn Grothman,"November 30, 2014","""A single parent with a couple kids can easily get $35,000 a year"" in public assistance in Wisconsin.",mostly-false,interview,Children; Education; Health Care; Housing; Public Health; Welfare; Wisconsin,Tom Kertscher,"December 12, 2014",https://www.politifact.com/factchecks/2014/dec/12/glenn-grothman/can-single-mother-wisconsin-easily-get-35000-year-/
Allen Peake,"December 3, 2014","Unlike marijuana, medical cannabis oil cannot get you high.",true,press conference at the Georgia State Capitol,Georgia; Health Care; States; Marijuana,April Hunt,"December 9, 2014",https://www.politifact.com/factchecks/2014/dec/09/allen-peake/weeding-out-different-effects-cannabis-oil-and-mar/
Gwen Moore,"November 11, 2014","""We've had the lowest health care inflation in history because of Obamacare.""",mostly-false,radio interview,Economy; Health Care; Medicaid; Medicare; Wisconsin,Tom Kertscher,"December 5, 2014",https://www.politifact.com/factchecks/2014/dec/05/gwen-moore/gwen-moore-says-obamacare-created-lowest-ever-infl/
Charles Schumer,"November 25, 2014","In 2010, uninsured voters made up ""about 5 percent of the electorate.""",true,remarks at the National Press Club,National; Congress; Health Care,Lauren Carroll,"December 4, 2014",https://www.politifact.com/factchecks/2014/dec/04/charles-schumer/uninsured-vote-low-rates-charles-schumer/
Anne Nolan,"November 12, 2014","""In Rhode Island, a recent study showed that among a group of people who had been homeless for a year or more, Medicaid costs averaged about $60,000 per person.""",false,Journal commentary,Rhode Island; Children; Economy; Families; Federal Budget; Health Care; Housing; Human Rights; Income; Medicaid; Poverty; Public Health; State Budget; Taxes; Urban; Veterans; Welfare; Women,C. Eugene Emery Jr.,"November 23, 2014",https://www.politifact.com/factchecks/2014/nov/23/anne-nolan/crossroads-head-anne-nolan-says-long-term-homeless/
Ted Cruz,"November 19, 2014","In the 2014 elections, ""the American people overwhelmingly said we don't want Obamacare … and we don't want amnesty.""",false,interview on Fox News,Immigration; National; Health Care; Polls and Public Opinion,Louis Jacobson,"November 21, 2014",https://www.politifact.com/factchecks/2014/nov/21/ted-cruz/ted-cruz-says-2014-elections-voters-made-clear-the/
Barack Obama,"November 16, 2014","Says Jonathan Gruber was ""some adviser who never worked on our staff.""",mostly-false,"Brisbane, Australia, for the G20 summit",National; Health Care,Steve Contorno,"November 19, 2014",https://www.politifact.com/factchecks/2014/nov/19/barack-obama/barack-obama-says-mit-professor-jonathan-gruber-wa/
Dana Loesch,"November 13, 2014","""4.7 million people have lost their insurance in 32 states"" due to Obamacare.",mostly-false,"interview on MSNBC's ""The Ed Show""",Health Care; PunditFact,Jon Greenberg,"November 18, 2014",https://www.politifact.com/factchecks/2014/nov/18/dana-loesch/conservative-talker-loesch-says-47-million-people-/
Ed Schultz,"November 13, 2014","Repeal of Obamacare would ""take away health care for 10.3 million Americans"" who have received coverage since Oct. 1, 2013.",mostly-true,"broadcast of MSNBC's ""The Ed Show""",Corrections and Updates; Health Care; PunditFact,Jon Greenberg,"November 18, 2014",https://www.politifact.com/factchecks/2014/nov/18/ed-schultz/schultz-103-million-people-would-lose-insurance-ob/
Nancy Pelosi,"November 13, 2014","""I don't know who (Jonathan Gruber) is.""",false,news conference,National; Health Care,Louis Jacobson,"November 13, 2014",https://www.politifact.com/factchecks/2014/nov/13/nancy-pelosi/nancy-pelosi-says-she-doesnt-know-who-jonathan-gru/
AmericanNews.com,"September 2, 2014","""According to recent reports, a group of death panels organized under Obamacare ordered their first execution.""",pants-fire,article,National; Health Care,Lauren Burns,"November 11, 2014",https://www.politifact.com/factchecks/2014/nov/11/americannewscom/first-execution-under-obamacare-death-panels-pants/
Sean Hannity,"November 5, 2014","Every new Republican member of the U.S. Senate said they ""will vote to repeal and replace Obamacare.""",mostly-true,"broadcast of ""Hannity"" on Fox News",Health Care; PunditFact,Jon Greenberg,"November 10, 2014",https://www.politifact.com/factchecks/2014/nov/10/sean-hannity/hannity-every-new-gop-senator-wants-repealreplace-/
Chain email,"October 30, 2014","""Over 214,000 doctors opt out of Obamacare exchanges.""",false,chain email,National; Health Care,Steve Contorno,"November 6, 2014",https://www.politifact.com/factchecks/2014/nov/06/chain-email/chain-email-claims-214000-doctors-refuse-take-pati/
Herman Cain,"November 3, 2014","""More people are losing their insurance (due to Obamacare) than are becoming newly insured.""",false,blog post,Health Care; PunditFact,Louis Jacobson,"November 4, 2014",https://www.politifact.com/factchecks/2014/nov/04/herman-cain/herman-cain-says-more-losing-insurance-through-oba/
American Crossroads,"October 28, 2014","As a result of Obamacare, ""California seniors face benefit cuts of over $1,700.""",false,campaign ad,National; Federal Budget; Health Care; Medicare; Message Machine 2014,Lauren Carroll,"October 31, 2014",https://www.politifact.com/factchecks/2014/oct/31/american-crossroads/rove-pac-says-obamacare-cuts-1700-medicare-benefit/
James Carr,"September 20, 2014","""Before World War II, very few people actually had health insurance.""",true,interview,Health Care; Public Health; Virginia,Sean Gorman,"October 30, 2014",https://www.politifact.com/factchecks/2014/oct/30/james-carr/carr-says-prior-wwii-very-few-people-had-health-in/
Charlie Crist,"October 27, 2014","""Rick Scott vetoed funding for 30 Florida rape crisis centers. Scott said the centers weren’t needed.""",mostly-false,TV ad,Health Care; State Budget; Women; Florida,Amy Sherman,"October 28, 2014",https://www.politifact.com/factchecks/2014/oct/28/charlie-crist/charlie-crist-attacks-rick-scotts-rape-crisis-cent/
Darrell Issa,"October 26, 2014","Says Thomas Eric Duncan came into the United States ""with an elevated temperature.""",false,"comments on CNN's ""State of the Union""",National; Ebola; Health Care; Public Health; Transportation,Lauren Carroll,"October 26, 2014",https://www.politifact.com/factchecks/2014/oct/26/darrell-issa/did-ebola-victim-thomas-eric-duncan-enter-united-s/
Charlie Crist,"October 21, 2014",Says property insurance rates are going up because Rick Scott signed a bill preventing the state from regulating insurance.,false,gubernatorial debate,Health Care; Housing; Florida,Joshua Gillin,"October 24, 2014",https://www.politifact.com/factchecks/2014/oct/24/charlie-crist/scott-signed-bill-preventing-state-regulating-prop/
EMILY's List,"October 21, 2014","Says Scott Walker is ""forcing some women to undergo a transvaginal probe to get an abortion.""",half-true,TV ad,Abortion; Health Care; Message Machine 2014; Public Health; Technology; Women; Wisconsin,Tom Kertscher,"October 24, 2014",https://www.politifact.com/factchecks/2014/oct/24/emilys-list/scott-walker-forces-some-women-get-transvaginal-ul/
Ted Cruz,"October 19, 2014","""Obama, instead of nominating a health professional, he nominated someone who is an anti-gun activist (for surgeon general).""",false,interview on CNN,National; Congress; Corrections and Updates; Ebola; Health Care; Public Health; Guns,Lauren Carroll,"October 23, 2014",https://www.politifact.com/factchecks/2014/oct/23/ted-cruz/cruz-obamas-surgeon-general-pick-not-health-profes/
Rick Scott,"October 21, 2014",Says Charlie Crist could have expanded Medicaid after the health care law passed but didn't.,mostly-false,gubernatorial debate,Health Care; Medicaid; Florida,Joshua Gillin,"October 22, 2014",https://www.politifact.com/factchecks/2014/oct/22/rick-scott/rick-scott-says-charlie-crist-could-have-expanded-/
Chain email,"October 21, 2014","The Affordable Care Act says that ""at age 76 when you most need it most, you are not eligible for cancer treatment. …  Cancer hospital will ration care according to the patient's age.""",pants-fire,chain email,National; Health Care,Lauren Burns,"October 21, 2014",https://www.politifact.com/factchecks/2014/oct/21/chain-email/five-years-chain-email-about-cancer-treatment-rati/
John  Kitzhaber,"October 20, 2014","""Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.""",true,campaign debate,Oregon; Health Care,Dana Tims,"October 20, 2014",https://www.politifact.com/factchecks/2014/oct/20/john-kitzhaber/do-95-percent-oregonians-now-have-health-insurance/
Cory Gardner,"October 15, 2014","The CDC is ""spending money on things like jazzercise, urban gardening and massage therapy"" that could be redirected to Ebola.",mostly-false,debate,National; Ebola; Health Care; Public Health,Louis Jacobson,"October 20, 2014",https://www.politifact.com/factchecks/2014/oct/20/cory-gardner/amid-ebola-cases-cory-gardner-blasts-cdc-spending-/
Tavis Smiley,"October 19, 2014","""This (Ebola) is not as bad as SARS was in 2003.""",mostly-false,"comments on ABC's ""This Week""",Ebola; Health Care; Public Health; PunditFact,Lauren Carroll,"October 19, 2014",https://www.politifact.com/factchecks/2014/oct/19/tavis-smiley/tavis-smiley-says-ebola-outbreak-not-bad-sars-outb/
George Will,"October 19, 2014","Some doctors say Ebola can be transmitted through the air by ""a sneeze or some cough.""",false,"comments on ""Fox News Sunday""",Ebola; Health Care; Public Health; PunditFact,Jon Greenberg,"October 19, 2014",https://www.politifact.com/factchecks/2014/oct/19/george-will/george-will-claims-sneeze-cough-spread-ebola/
The Rhode Island Catholic,"October 2, 2014",Almost every state has offered an insurance plan on its health exchange that does not cover abortion.,true,newspaper editorial,Abortion; Rhode Island; Health Care; Women,Alex Kuffner,"October 17, 2014",https://www.politifact.com/factchecks/2014/oct/17/Rhode_Island_Catholic/catholic-paper-says-ri-health-exchange-one-few-us-/
Tom Cotton,"October 14, 2014","Under my platform, ""I will make no changes to the current (Medicare) system for current retirees and anyone approaching retirement.""",false,debate,National; Health Care; Medicare; Retirement,Louis Jacobson,"October 16, 2014",https://www.politifact.com/factchecks/2014/oct/16/tom-cotton/tom-cotton-says-he-wouldnt-back-changes-those-medi/
Wendy Davis,"September 17, 2014","""Weeks after accepting a quarter-million-dollar campaign contribution"" from a hospital board chairman, Greg Abbott went to court against victims of a drug-taking neurosurgeon.",mostly-true,TV ad,Campaign Finance; Health Care; Legal Issues; Texas,W. Gardner Selby,"October 15, 2014",https://www.politifact.com/factchecks/2014/oct/15/wendy-davis/wendy-davis-says-greg-abbott-fielded-250000-donati/
John McCain,"October 12, 2014","""We were told there would never be a case of Ebola in the United States.""",false,"comments on CNN's ""State of the Union""",National; Ebola; Health Care; Military; Public Health; Public Safety,Lauren Carroll,"October 12, 2014",https://www.politifact.com/factchecks/2014/oct/12/john-mccain/mccain-we-were-told-thered-be-no-ebola-united-stat/
Jeanne Shaheen,"September 29, 2014",Says Scott Brown co-sponsored legislation to let employers deny women coverage for mammograms.,mostly-false,news release,New Hampshire; Health Care; Legal Issues; Women,Louis Jacobson,"October 10, 2014",https://www.politifact.com/factchecks/2014/oct/10/jeanne-shaheen/jeanne-shaheen-says-scott-brown-backed-bill-let-em/
Jeanne Shaheen,"September 29, 2014","Says Scott Brown ""co-sponsored legislation to let employers deny women coverage for birth control.""",true,news release,New Hampshire; Health Care; Legal Issues; Women,Louis Jacobson,"October 10, 2014",https://www.politifact.com/factchecks/2014/oct/10/jeanne-shaheen/jeanne-shahee-says-scott-brown-backed-measure-let-/
Pat Roberts,"October 1, 2014","""20,000 Kansans lost their health insurance because of (Obamacare).""",false,Web video,National; Health Care; Message Machine 2014,Lauren Carroll,"October 9, 2014",https://www.politifact.com/factchecks/2014/oct/09/pat-roberts/pat-roberts-obamacare-killed-insurance-20000-kansa/
Barack Obama,"October 2, 2014","The cost of ""health care is now the single-biggest factor driving down"" the federal budget deficit.",mostly-true,speech at Northwestern University,National; Deficit; Federal Budget; Health Care,Lauren Carroll,"October 8, 2014",https://www.politifact.com/factchecks/2014/oct/08/barack-obama/obama-health-care-driving-down-deficit/
Democratic Congressional Campaign Committee,"September 30, 2014","Says U.S. Rep. Steve Southerland ""voted himself health care for life.""",pants-fire,campaign commercial,Elections; Health Care; Florida,Joshua Gillin,"October 8, 2014",https://www.politifact.com/factchecks/2014/oct/08/democratic-congressional-campaign-committee/democrats-accuse-southerland-seeking-health-care-l/
Thom Tillis,"October 7, 2014","By voting for Obamacare, Sen. Kay Hagan ""voted to kill the equivalent of 2.5 million jobs.""",mostly-false,debate,National; Economy; Health Care; Workers,Louis Jacobson,"October 8, 2014",https://www.politifact.com/factchecks/2014/oct/08/thom-tillis/thom-tillis-says-kay-hagan-voted-kill-equivalent-2/
Charlie Crist,"October 1, 2014","Says Rick Scott signed ""laws requiring mandatory ultrasounds and restricting access to abortion even in cases of rape or incest.""",mostly-true,TV ad,Abortion; Health Care; Women; Florida,Amy Sherman,"October 7, 2014",https://www.politifact.com/factchecks/2014/oct/07/charlie-crist/charlie-crist-rick-scott-signed-laws-ultrasounds-a/
Democratic Party of Virginia,"September 16, 2014","""Hospitals have already begun layoffs, a direct result of Republican inaction"" on Medicaid expansion.",half-true,news release.,Health Care; Medicaid; State Budget; Virginia,Nancy  Madsen,"October 6, 2014",https://www.politifact.com/factchecks/2014/oct/06/democratic-party-virginia/va-democrats-say-hospital-layoffs-are-direct-resul/
Dan Patrick,"September 29, 2014","Leticia Van de Putte ""voted to give illegal immigrants in this country free health care--not emergency health care but total free health care.""",false,debate,Immigration; Health Care; Public Health; Texas,W. Gardner Selby,"October 2, 2014",https://www.politifact.com/factchecks/2014/oct/02/dan-patrick/contrary-dan-patrick-claim-van-de-putte-didnt-vote/
Georgians Together,"September 23, 2014","David Perdue ""proposes rolling back the clock on women’s health care.""",half-true,television attack ad,Georgia; Health Care,Nancy Badertscher,"October 1, 2014",https://www.politifact.com/factchecks/2014/oct/01/georgians-together/pac-ad-misleading-/
Republican Party of Florida,"September 23, 2014",Health insurance costs for Floridians are up 30 percent or more.,mostly-false,TV ad,Health Care; Florida,Amy Sherman,"September 29, 2014",https://www.politifact.com/factchecks/2014/sep/29/republican-party-florida/health-insurance-costs-are-skyrocketing-under-obam/
Ed  Gillespie,"September 9, 2014","Says Mark Warner told PolitiFact National's ""Lie of the Year"" in 2013.",false,TV ad.,Health Care; Message Machine 2014; Virginia,Warren Fiske,"September 28, 2014",https://www.politifact.com/factchecks/2014/sep/28/ed-gillespie/gillespie/
Scott Walker,"September 18, 2014","Says opponent Mary Burke says she ""supports Obamacare unequivocally and wants to expand it.""",half-true,TV ad,Federal Budget; Health Care; Medicaid; Wisconsin,Tom Kertscher,"September 23, 2014",https://www.politifact.com/factchecks/2014/sep/23/scott-walker/mary-burke-supports-obamacare-unequivocally-and-wa/
Lois Frankel,"September 12, 2014","Recently Rick Scott ""closed 30 women’s health care centers across the state.""",pants-fire,fundraising email,Health Care; State Budget; Women; Florida,Amy Sherman,"September 18, 2014",https://www.politifact.com/factchecks/2014/sep/18/lois-frankel/lois-frankel-says-rick-scott-closed-30-womens-heal/
Charlie Crist,"September 9, 2014","Says Rick Scott ""thinks employers should be able to deny women coverage for birth control.""",mostly-true,TV ad,Abortion; Health Care; Government Regulation; Supreme Court; Women; Florida,Amy Sherman,"September 11, 2014",https://www.politifact.com/factchecks/2014/sep/11/charlie-crist/charlie-crist-says-rick-scott-supports-employers-d/
National Republican Senatorial Committee,"September 4, 2014","Says cuts to Medicare affect people who have already ""paid in. We paid for it.""",mostly-false,campaign ad,National; Federal Budget; Health Care; Medicare,Louis Jacobson,"September 9, 2014",https://www.politifact.com/factchecks/2014/sep/09/national-republican-senatorial-committee/how-much-have-medicare-beneficiaries-paid-system/
National Republican Senatorial Committee,"September 4, 2014","Says Democratic Senate candidate ""Bruce Braley voted to cut $700 billion from Medicare to support Obamacare.""",half-true,campaign ad,National; Federal Budget; Health Care; Medicare; Message Machine 2014,Louis Jacobson,"September 9, 2014",https://www.politifact.com/factchecks/2014/sep/09/national-republican-senatorial-committee/gop-ad-says-bruce-braley-voted-cut-700-billion-med/
Cory Gardner,"September 2, 2014","Says on contraception, his plan is ""cheaper and easier for you"" than Sen. Mark Udall’s",mostly-false,campaign ad,National; Health Care; Message Machine 2014; Women,Steve Contorno,"September 8, 2014",https://www.politifact.com/factchecks/2014/sep/08/cory-gardner/cory-gardner-says-his-plan-contraceptives-namely-p/
Ed  Gillespie,"August 25, 2014","Obamacare ""cuts seniors’ Medicare.""",mostly-false,campaign email.,Health Care; Medicare; Virginia,Sean Gorman,"September 8, 2014",https://www.politifact.com/factchecks/2014/sep/08/ed-gillespie/gillespie-says-obamacare-cuts-seniors-medicare/
Bloggers,"August 28, 2014","""Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations.""",pants-fire,blog posts,National; Disability; Health Care,Louis Jacobson,"September 2, 2014",https://www.politifact.com/factchecks/2014/sep/02/blog-posting/bloggers-incorrectly-blast-als-ice-bucket-challeng/
Wendy Davis,"August 23, 2014","Greg Abbott was ""charged with overseeing the state cancer research fund. But he let his wealthiest donors take tens of millions of taxpayer dollars without proper oversight. They showered Abbott with gifts and free vacations.""",half-true,TV ad,Ethics; Health Care; Public Health; State Budget; Texas,W. Gardner Selby,"August 31, 2014",https://www.politifact.com/factchecks/2014/aug/31/wendy-davis/wendy-davis-says-greg-abbott-let-millions-taxpayer/
Drug Free America,"August 20, 2014","Under a proposed medical marijuana amendment in Florida, ""you don't get refills -- you get it forever.""",mostly-false,"""Tampa Bay Times"" editorial meeting",Florida Amendments; Health Care; Florida; Marijuana,Joshua Gillin,"August 28, 2014",https://www.politifact.com/factchecks/2014/aug/28/drug-free-america/medical-marijuana-amendment-allows-patient-get-it-/
Brad Schimel,"August 15, 2014","Heroin and prescription opioids are ""the number one cause of accidental or preventable death in Wisconsin.""",false,interview,Drugs; Health Care; Crime; Public Health; Wisconsin,Tom Kertscher,"August 27, 2014",https://www.politifact.com/factchecks/2014/aug/27/brad-schimel/top-cause-preventable-deaths-heroin-prescription-o/
Republican Party of Florida,"August 6, 2014","Obamacare ""prevents (Florida) from regulating insurance.""",pants-fire,Facebook Q&A with Charlie Crist,Health Care; Regulation; Florida,Joshua Gillin,"August 20, 2014",https://www.politifact.com/factchecks/2014/aug/20/republican-party-florida/obamacare-wont-let-florida-regulate-health-insuran/
Scott Walker,"July 21, 2014","Says his ""Act 10 reforms"" have ""saved the taxpayers some $3 billion.""",mostly-true,news article,City Government; County Government; Health Care; Pensions; State Budget; Taxes; Wisconsin,Tom Kertscher,"August 20, 2014",https://www.politifact.com/factchecks/2014/aug/20/scott-walker/scott-walker-says-union-reform-law-brought-massive/
Mark S. Zaccaria,"August 3, 2014","Sen. Jack Reed ""cast the deciding vote in the Senate for the Affordable Care Act.""",mostly-false,"interview on ""10 News Conference.""",Rhode Island; Congress; Health Care; History; Public Health; Voting Record,C. Eugene Emery Jr.,"August 17, 2014",https://www.politifact.com/factchecks/2014/aug/17/mark-zaccaria/mark-zaccaria-says-sen-jack-reed-cast-deciding-vot/
Don't Let Florida Go To Pot,"August 5, 2014 in","""25 percent of all drug-related fatal vehicle accidents in the U.S. involve marijuana.""",half-true,on their website,Drugs; Health Care; Florida,Joshua Gillin,"August 5, 2014",https://www.politifact.com/factchecks/2014/aug/05/dont-let-florida-go-pot/medical-marijuana-opponents-say-drug-often-involve/
Ed  Gillespie,"July 26, 2014","""This administration is slashing the Navy to pay for more Obamacare.""",pants-fire,debate.,Health Care; Message Machine 2014; Military; Virginia,Nancy  Madsen,"August 3, 2014",https://www.politifact.com/factchecks/2014/aug/03/ed-gillespie/ed-gillespie-says-white-house-cutting-navy-pay-oba/
George Will,"July 27, 2014","Oregon’s ""three largest employers, and 13 of the top 25, are health care providers.""",false,syndicated column,Oregon; Economy; Health Care,Dana Tims,"July 31, 2014",https://www.politifact.com/factchecks/2014/jul/31/george-will/are-oregons-three-largest-employers-and-13-top-25-/
Ed MacDougall,"July 26, 2014","Says U.S. House candidate Carlos Curbelo ""opposes the repeal of Obamacare.""",mostly-false,radio ad,Health Care; Florida,Amy Sherman,"July 31, 2014",https://www.politifact.com/factchecks/2014/jul/31/ed-macdougall/carlos-curbelo-opposes-repeal-obamacare-says-attac/
Bryan Fischer,"July 18, 2014","""We know how to stop AIDS: persuade men not to have sex with men.""",pants-fire,"his ""Focal Point"" radio show",Health Care; LGBTQ; PunditFact,Katie Sanders,"July 30, 2014",https://www.politifact.com/factchecks/2014/jul/30/bryan-fischer/american-family-association-radio-host-says-aids-c/
Tom Cotton,"July 25, 2014","Says Mark Pryor ""continues to insist"" that Obamacare is ""an amazing success.""",mostly-false,campaign email,National; Health Care,Lauren Carroll,"July 29, 2014",https://www.politifact.com/factchecks/2014/jul/29/tom-cotton/tom-cotton-says-mark-pryor-continues-insist-obamac/
Richard Saslaw,"July 11, 2014","Governing magazine has ""estimated that in the states that don’t expand Medicaid, a minimum, they said of 40 percent of rural hospitals will close in those states...""",false,TV interview.,Health Care; Virginia,Sean Gorman,"July 25, 2014",https://www.politifact.com/factchecks/2014/jul/25/richard-saslaw/saslaw-says-40-percent-rural-hospitals-will-close-/
Debbie Wasserman Schultz,"July 22, 2014",The U.S. Court of Appeals for the Fourth Circuit compared the health care law to buying a pepperoni and ham pizza from Domino's or Pizza Hut.,mostly-true,interview with a Las Vegas news network,National; Health Care,Steve Contorno,"July 24, 2014",https://www.politifact.com/factchecks/2014/jul/24/debbie-wasserman-schultz/dnc-chair-says-fourth-circuit-court-used-pizza-ana/
Debbie Wasserman Schultz,"July 22, 2014","""There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.""",mostly-false,interview with a Las Vegas news network,National; Health Care; Supreme Court,Molly O'Connor,"July 24, 2014",https://www.politifact.com/factchecks/2014/jul/24/debbie-wasserman-schultz/debbie-wasserman-schultz-says-gop-governors-blocke/
Mitch McConnell,"July 17, 2014","Says a new report shows the ""devastating tax hikes (in the health care law) will have on middle-class Kentuckians.""",mostly-false,press release,National; Health Care; Taxes,Steve Contorno,"July 23, 2014",https://www.politifact.com/factchecks/2014/jul/23/mitch-mcconnell/mitch-mcconnell-claims-devastating-tax-increase-mi/
Barbara Comstock,"July 7, 2014","Obamacare ""already has caused millions of hardworking Virginians to lose their health insurance.""",false,web post.,Health Care; Virginia,Sean Gorman,"July 20, 2014",https://www.politifact.com/factchecks/2014/jul/20/barbara-comstock/barbara-comstock-said-millions-virginians-lost-ins/
Phil Gingrey,"July 7, 2014","Amid the ""crisis at our southern border,"" there are ""reports of illegal migrants carrying deadly diseases such as … Ebola virus.""",pants-fire,letter to the Centers for Disease Control and Prevention,Immigration; National; Ebola; Health Care; Public Health,Louis Jacobson,"July 18, 2014",https://www.politifact.com/factchecks/2014/jul/18/phil-gingrey/rep-phil-gingrey-says-migrants-may-be-bringing-ebo/
Donna Edwards,"July 13, 2014","""74 percent of Republicans support the Affordable Care Act.""",false,"roundtable discussion on CNN's ""State of the Union""",National; Health Care; Polls and Public Opinion,Louis Jacobson,"July 14, 2014",https://www.politifact.com/factchecks/2014/jul/14/donna-edwards/democratic-rep-donna-edwards-says-74-republicans-s/
Nancy Pelosi,"July 10, 2014","The U.S. Supreme Court is ""five guys who start determining what contraceptions are legal.""",false,press conference,National; Health Care; Sexuality; Women,Louis Jacobson,"July 11, 2014",https://www.politifact.com/factchecks/2014/jul/11/nancy-pelosi/nancy-pelosi-says-supreme-court-five-guys-who-star/
Alison Lundergan Grimes,"July 10, 2014","Says Mitch McConnell voted to raise Medicare costs for a current Kentucky senior by $6,000.",false,campaign ad,National; Federal Budget; Health Care; Medicare,Steve Contorno,"July 10, 2014",https://www.politifact.com/factchecks/2014/jul/10/alison-lundergan-grimes/did-mitch-mcconnell-vote-raise-seniors-medicare-co/
Mitch McConnell,"July 9, 2014","Says Alison Lundergan Grimes ""supports Obamacare, which cuts $700 billion from seniors’ Medicare.""",half-true,YouTube video,National; Health Care; Medicare,Lauren Carroll,"July 10, 2014",https://www.politifact.com/factchecks/2014/jul/10/mitch-mcconnell/mcconnell-opponent-alison-lundergan-grimes-support/
Charlie Crist,"July 2, 2014","""Expanding Medicaid would create 63k jobs.""",half-true,tweet,Health Care; Medicaid; Poverty; Florida,Amy Sherman,"July 9, 2014",https://www.politifact.com/factchecks/2014/jul/09/charlie-crist/not-expanding-medicaid-florida-missing-out-63800-j/
Reince Priebus,"July 7, 2014","""Thanks to #ObamaCare, average E.R. wait in California is 5 hours.""",false,tweet,National; Health Care,Louis Jacobson,"July 8, 2014",https://www.politifact.com/factchecks/2014/jul/08/reince-priebus/rnc-chair-reince-priebus-thanks-barack-obama-five-/
Donny Deutsch,"July 1, 2014","""13 percent of Americans, the lowest ever, are without health care.""",half-true,"comments on MSNBC's ""Morning Joe""",Health Care; Polls and Public Opinion; Public Health; PunditFact,Linda Qiu,"July 8, 2014",https://www.politifact.com/factchecks/2014/jul/08/donny-deutsch/uninsured-rate-lowest-ever-donny-deutsch-claims/
