statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Mike Dudgeon,"November 18, 2014","Thirty-eight states -- Georgia not included -- have appointed, rather than elected, state school superintendents.",true,newspaper article,Georgia; Education,Nancy Badertscher,"December 6, 2014",https://www.politifact.com/factchecks/2014/dec/06/mike-dudgeon/lawmaker-target-about-superintendents/
Alberta Darling,"December 2, 2014","At the 50 Milwaukee schools serving ""at least 80% African-American and at least 80% low income"" students, the reading proficiency is 8%.",true,interview,Education; Wisconsin,Dave Umhoefer,"December 5, 2014",https://www.politifact.com/factchecks/2014/dec/05/alberta-darling/alberta-darling-says-reading-proficiency-8-50-low-/
Bernie Sanders,"December 5, 2014","""In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place.""",mostly-true,meme on social media,National; Education,Louis Jacobson,"December 5, 2014",https://www.politifact.com/factchecks/2014/dec/05/bernie-sanders/bernie-sanders-says-us-was-1st-college-degrees-199/
Joy Pullmann,"November 11, 2014","Scott Walker ""couldn’t get his own party"" to back more than a 500-student increase in Milwaukee’s school choice program, but in Indiana, ""Mitch Daniels’ voucher program is approaching 30,000 students two years after opening.""",half-true,opinion piece,Education; State Budget; Wisconsin,Dave Umhoefer,"November 21, 2014",https://www.politifact.com/factchecks/2014/nov/21/joy-pullmann/joy-pullmann-says-scott-walker-couldnt-get-legisla/
Jeb Bush,"November 20, 2014","The Orange County, Florida, school board ""voted to make it impossible for a student to receive a grade below 50.""",mostly-true,speech,Education; Florida,Amy Sherman,"November 20, 2014",https://www.politifact.com/factchecks/2014/nov/20/jeb-bush/jeb-bush-says-orange-county-schools-made-it-imposs/
Sloan Roach,"November 6, 2014",Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,true,television interview,Georgia; Education; Public Safety,Nancy Badertscher,"November 11, 2014",https://www.politifact.com/factchecks/2014/nov/11/sloan-roach/gwinnett-spokeswoman-target-claim-about-school-bus/
Jeb Bush,"October 27, 2014","""1/3 of our kids drop out (of high school), cannot go to college or start a career.""",mostly-false,fundraising letter,Corrections and Updates; Education; Florida,Louis Jacobson,"November 6, 2014",https://www.politifact.com/factchecks/2014/nov/06/jeb-bush/jeb-bush-says-one-third-students-drop-out-or-arent/
Dave Brat,"October 28, 2014","""In K-12 education, our kids are scoring at the bottom of science and mathematics right now in the industrialized world -- at the bottom.""",false,debate,Education; Virginia,Nancy  Madsen,"November 2, 2014",https://www.politifact.com/factchecks/2014/nov/02/dave-brat/brat-says-us-students-scoring-bottom-math-and-scie/
Zell Miller,"October 27, 2014",Nathan Deal saved the HOPE scholarship program.,mostly-true,television ad,Georgia; Education,Nancy Badertscher,"October 31, 2014",https://www.politifact.com/factchecks/2014/oct/31/zell-miller/Ad-about-Deal-and-scholarship-Mostly-True/
Dan Patrick,"October 22, 2014","Leticia Van de Putte ""voted to stop schools from removing teachers convicted of a felony.""",mostly-false,"TV ad, ""Better Schools""",Criminal Justice; Education; Crime; Texas,W. Gardner Selby,"October 29, 2014",https://www.politifact.com/factchecks/2014/oct/29/dan-patrick/dan-patrick-says-leticia-van-de-putte-voted-stop-s/
Greater Wisconsin Committee,"October 27, 2014","""Scott Walker opposed a plan to help Wisconsin students refinance their student loans.""",false,TV ad,Debt; Economy; Education; Financial Regulation; Wisconsin,Tom Kertscher,"October 29, 2014",https://www.politifact.com/factchecks/2014/oct/29/greater-wisconsin-political-fund/did-scott-walker-oppose-proposal-refinancing-stude/
Ernest Almonte,"October 19, 2014","Seth Magaziner ""plans to spend billions more of your money.""",false,television commercial,Rhode Island; Debt; Deficit; Economy; Education; Jobs; Message Machine 2014; Negative Campaigning; Pensions; Small Business; State Budget; Unions; Taxes,C. Eugene Emery Jr.,"October 29, 2014",https://www.politifact.com/factchecks/2014/oct/29/ernest-almonte/ernest-almonte-claims-seth-magaziner-treasurer-pla/
Scott Walker,"October 20, 2014","""My opponent supported policies that increased tuition by 18 percent.""",false,campaign TV ad,Education; Wisconsin,Dave Umhoefer,"October 27, 2014",https://www.politifact.com/factchecks/2014/oct/27/scott-walker/scott-walker-says-mary-burke-supported-18-percent-/
Democratic Senatorial Campaign Committee,"October 14, 2014","Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.",half-true,television ad,Georgia; Education; Federal Budget,April Hunt,"October 22, 2014",https://www.politifact.com/factchecks/2014/oct/22/democratic-senatorial-campaign-committee/does-david-perdue-want-eliminate-us-education-depa/
Rick Scott,"October 21, 2014",Rick Scott says he supported in-state tuition for Dreamers while Charlie Crist was against it.,half-true,CNN debate,Immigration; Education; Florida,Amy Sherman,"October 22, 2014",https://www.politifact.com/factchecks/2014/oct/22/rick-scott/rick-scott-says-he-supported-state-tuition-dreamer/
Nathan Deal,"October 13, 2014","""Jason Carter’s plan: increase spending by $12.5 billion.""",false,television attack ad,Georgia; Education; Medicaid; State Budget,Nancy Badertscher,"October 20, 2014",https://www.politifact.com/factchecks/2014/oct/20/nathan-deal/deal-attack-ad-misfires-claim-carter-will-spend-bi/
Local 799 of the International Assoc. of Fire Fighters,"October 8, 2014","""Elorza wants to teach our public school children about the ‘non-existence of God.’""",pants-fire,a mailer,Rhode Island; Candidate Biography; Education; Legal Issues; Government Regulation; Negative Campaigning; Pop Culture; Religion; Science; Unions,Alex Kuffner,"October 19, 2014",https://www.politifact.com/factchecks/2014/oct/19/Local-799-international-assoc-fire-fighters/providence-firefighters-union-says-elorza-wants-te/
Rick Scott,"October 15, 2014","""3,000 teachers lost their jobs when (Crist) was governor.""",mostly-false,debate at Broward College,Economy; Education; Stimulus; Florida,Lauren Carroll,"October 16, 2014",https://www.politifact.com/factchecks/2014/oct/16/rick-scott/scott-says-3000-teachers-lost-jobs-under-crist/
Charlie Crist,"October 10, 2014","If Florida had not taken the stimulus, it ""would have led to the firing of 20,000 teachers.""",mostly-true,gubernatorial debate,Economy; Education; Stimulus; Florida,Amy Sherman,"October 10, 2014",https://www.politifact.com/factchecks/2014/oct/10/charlie-crist/charlie-crist-says-debate-stimulus-saved-20000-tea/
Kay  Hagan,"October 7, 2014","""The Common Core was not put together by the Department of Education in Washington. It was put together by governors and by states.""",mostly-true,debate,National; Education,Bill Adair,"October 8, 2014",https://www.politifact.com/factchecks/2014/oct/08/kay-hagan/kay-hagan-says-federal-government-didnt-create-com/
Kay  Hagan,"October 7, 2014","Says Thom Tillis ""has cut $500 million from public education.""",half-true,debate,National; Education; State Budget,Lauren Carroll,"October 8, 2014",https://www.politifact.com/factchecks/2014/oct/08/kay-hagan/debate-kay-hagan-says-thom-tillis-cut-education-50/
Republican Party of Florida,"September 30, 2014","Under Rick Scott, there has been a ""historic $20 billion in funds for education.""",half-true,TV ad,Corrections and Updates; Education; Florida,Amy Sherman,"October 6, 2014",https://www.politifact.com/factchecks/2014/oct/06/republican-party-florida/rick-scott-holds-record-education-funding-republic/
Leticia Van de Putte,"September 29, 2014","The state-hired company that evaluates state-mandated student exams ""goes on Craigslist to get examiners to read our students’ essays.""",mostly-false,debate,Education; Texas,W. Gardner Selby,"October 2, 2014",https://www.politifact.com/factchecks/2014/oct/02/leticia-van-de-putte/van-de-putte-critical-high-stakes-exam-says-testin/
Mary Burke,"September 22, 2014","""We have 41,000 people right now on the waitlist for financial-based assistance for our tech colleges and universities,"" most of them for tech schools.",mostly-true,interview,Education; State Budget; Wisconsin,Dave Umhoefer,"October 2, 2014",https://www.politifact.com/factchecks/2014/oct/02/mary-burke/mary-burke-says-41000-people-are-waitlist-financia/
Greg Abbott,"September 19, 2014","A 2011 measure passed into law with Wendy Davis’ support ""removes from the attorney general the ability to settle lawsuits just like"" the school funding case.",mostly-false,debate,Corrections and Updates; Education; Regulation; Texas,W. Gardner Selby,"September 30, 2014",https://www.politifact.com/factchecks/2014/sep/30/greg-abbott/greg-abbott-blames-wendy-davis-limit-settlements-p/
Joni Ernst,"September 28, 2014","""94 percent of those that are employed by the Department of Education at the federal level were deemed by the department as nonessential employees.""",mostly-false,debate,National; Education; Federal Budget,Louis Jacobson,"September 30, 2014",https://www.politifact.com/factchecks/2014/sep/30/joni-ernst/joni-ernst-says-94-percent-education-department-em/
Republican Governors Association,"September 23, 2014","Jason Carter ""actually opposed more funding for education in the Senate.""",mostly-true,television ad,Georgia; Education; State Budget,Nancy Badertscher,"September 24, 2014",https://www.politifact.com/factchecks/2014/sep/24/republican-governors-association/attack-mostly-target-carter-opposed-education-fund/
Jason Carter,"August 27, 2014",Georgia can substantially increase its funding for education by going after $2.5 billion in uncollected taxes.,half-true,press conference,Georgia; Education,Nick Fouriezos,"September 23, 2014",https://www.politifact.com/factchecks/2014/sep/23/jason-carter/carters-plan-go-after-tax-cheats-has-challenges/
Charlie Crist,"September 16, 2014","Says Rick Scott cut education by over a billion dollars, meaning thousands of teachers ""lost their jobs"" and ""class sizes went up.""",mostly-false,TV ad,Children; Education; Message Machine 2014; State Budget; Florida,Amy Sherman,"September 22, 2014",https://www.politifact.com/factchecks/2014/sep/22/charlie-crist/charlie-crist-blames-rick-scott-teacher-layoffs-an/
Todd Staples,"September 8, 2014","""To deprive"" underprivileged children ""of a meat-based protein during school lunch is most likely depriving them of their only source of protein for the day.""",pants-fire,oped commentary,Children; Education; Texas,Dylan Baddour,"September 21, 2014",https://www.politifact.com/factchecks/2014/sep/21/todd-staples/todd-staples-airs-smoky-claim-about-children-not-g/
Dan Patrick,"August 28, 2014","""As chair of the Senate Education Committee, I led the charge to restore most of the education cuts from last session.""",pants-fire,press release,Education; State Budget; Texas,W. Gardner Selby,"September 15, 2014",https://www.politifact.com/factchecks/2014/sep/15/dan-patrick/dan-patrick-voted-against-final-version-state-budg/
Matt Mackowiak,"September 8, 2014","In Texas public schools, ""we spend an average of $12,000 per pupil per year.""",mostly-false,opinion column,Education; State Budget; States; Texas,W. Gardner Selby,"September 12, 2014",https://www.politifact.com/factchecks/2014/sep/12/matt-mackowiak/matt-mackowiak-overshoots-texas-spending-public-ed/
Greater Wisconsin Committee,"August 28, 2014","""Scott Walker cut school funding more per student than any governor in America.""",mostly-true,TV ad,Children; Education; Message Machine 2014; State Budget; States; Taxes; Wisconsin,Tom Kertscher,"September 7, 2014",https://www.politifact.com/factchecks/2014/sep/07/greater-wisconsin-political-fund/scott-walker-cut-school-funding-more-any-governor-/
Mike Collier,"August 8, 2014",Opponent Glenn Hegar expressed pride in legislated cuts to public school funding.,true,video ad,Education; State Budget; Texas,W. Gardner Selby,"September 5, 2014",https://www.politifact.com/factchecks/2014/sep/05/mike-collier/mike-collier-says-opponent-glenn-hegar-was-proud-l/
Wisconsin State AFL-CIO,"August 31, 2014","""Scott Walker has given a $10,000 tax deduction to millionaires who send their kids to exclusive private schools.""",mostly-false,direct-mail piece,Education; Income; Wealth; Taxes; Wisconsin,Tom Kertscher,"August 31, 2014",https://www.politifact.com/factchecks/2014/aug/31/wisconsin-state-afl-cio/scott-walker-gave-10000-tax-break-millionaires-afl/
Scott Walker,"August 13, 2014","Says he ""invested over $100 million in worker training.""",mostly-true,TV ad,Education; Jobs; State Budget; Wisconsin,Tom Kertscher,"August 24, 2014",https://www.politifact.com/factchecks/2014/aug/24/scott-walker/scott-walker-says-he-invested-100-million-worker-t/
Mary Burke,"August 11, 2014","Wisconsin is ""38th in the country in terms of proficiency standards"" in student testing.",mostly-true,news article,Children; Education; Government Regulation; Wisconsin,Tom Kertscher,"August 22, 2014",https://www.politifact.com/factchecks/2014/aug/22/mary-burke/wisconsin-ranks-low-expectations-school-testing-sc/
John Padgett,"August 12, 2014","Jason Carter backed three of Nathan Deal’s budgets but accuses the governor of ""underfunding education.""",true,press release,Georgia; Education,Nancy Badertscher,"August 20, 2014",https://www.politifact.com/factchecks/2014/aug/20/john-padgett/gop-chair-correct-carter-voted-3-4-deal-budgets/
Ron Johnson,"May 28, 2014","""Kids coming from an affluent background"" are ""taking advantage of all these student loan programs and grants"" while many middle-class families with no connection to college are picking up the tab.",mostly-false,statement at a town hall meeting,Education; Federal Budget; Wisconsin,Devon Waugh,"August 13, 2014",https://www.politifact.com/factchecks/2014/aug/13/ron-johnson/ron-johnson-affluent-taking-advantage-student-loan/
Mike Hymes,"July 16, 2014","Del. Ben Chafin ""took money away"" from Southwest Virginia schools while voting to build a ""politician's palace.""",false,TV ad,Corrections and Updates; Education; State Budget; Virginia,Nancy  Madsen,"August 11, 2014",https://www.politifact.com/factchecks/2014/aug/11/mike-hymes/hymes-says-del-ben-chafin-took-money-sw-schools-wh/
Mark Emmert,"August 10, 2014","""More (student-athletes) graduate than the students who aren't student-athletes.""",half-true,"comments on ABC's ""This Week""",Education; Sports; PunditFact,Lauren Carroll,"August 10, 2014",https://www.politifact.com/factchecks/2014/aug/10/mark-emmert/ncaa-president-student-athletes-graduate-more-ofte/
Cormick Lynch,"August 3, 2014","The cost of ""college education has gone up 1,200 percent since 1978.""",half-true,debate on WPRI's Newsmakers,Rhode Island; Children; Debt; Economy; Education,C. Eugene Emery Jr.,"August 10, 2014",https://www.politifact.com/factchecks/2014/aug/10/cormick-lynch/ri-congressional-candidate-cormick-lynch-says-educ/
Facebook posts,"August 7, 2014","""In 1978, a student who worked a minimum-wage summer job could afford to pay a year's full tuition at the 4-year public university of their choice.""",mostly-true,meme on social media,National; Corrections and Updates; Education; Income; Workers,Louis Jacobson,"August 8, 2014",https://www.politifact.com/factchecks/2014/aug/08/facebook-posts/1978-someone-minimum-wage-could-earn-enough-summer/
Michael Bloomberg,"August 3, 2014","Africa is spending ""the highest percentage of their GDP on education of any part of the world.""",false,"comments on CBS' ""Face the Nation""",Education; PunditFact,Derek Tsang,"August 7, 2014",https://www.politifact.com/factchecks/2014/aug/07/michael-bloomberg/bloomberg-africa-spends-more-education-any-other-p/
Ralph Mollis,"August 10, 2014","""The per-pupil cost in the [Blackstone Valley Prep] Mayoral Academy far outweighs the per-pupil cost in Cumberland public schools.""",mostly-false,TV debate,Rhode Island; City Budget; Debates; Education,Karen Lee  Ziner,"August 7, 2014",https://www.politifact.com/factchecks/2014/aug/07/ralph-mollis/ralph-mollis-says-pupil-costs-blackstone-valley-pr/
Charlie Crist,"July 31, 2014","Says Rick Scott ""raised property taxes.""",mostly-false,campaign commercial,Education; State Budget; Taxes; Florida,Joshua Gillin,"August 1, 2014",https://www.politifact.com/factchecks/2014/aug/01/charlie-crist/rick-scott-raised-property-taxes-charlie-crist-say/
Paul Ryan,"July 25, 2014","Twenty percent of single adults, ages 21 to 25 with no kids, ""are not working or even in school trying to find a job.""",false,interview,Children; Education; Federal Budget; Jobs; Poverty; Taxes; Wisconsin,Tom Kertscher,"July 30, 2014",https://www.politifact.com/factchecks/2014/jul/30/paul-ryan/one-five-single-childless-adults-their-early-20s-n/
Joe Biden,"July 23, 2014","The Obama administration's policies ""have reduced minority dropout rate by 25 percent.""",half-true,speech to the NAACP,National; Education,Louis Jacobson,"July 29, 2014",https://www.politifact.com/factchecks/2014/jul/29/joe-biden/joe-biden-says-obama-policies-have-cut-minority-dr/
Marco Rubio,"July 23, 2014","""Having an active father makes children 98 percent more likely to graduate from college.""",half-true,speech at Catholic University,Children; Education; LGBTQ; Marriage; Florida,Amy Sherman,"July 29, 2014",https://www.politifact.com/factchecks/2014/jul/29/marco-rubio/active-father-98-percent-more-likely-graduate-coll/
Dan Patrick,"June 7, 2014","""We have a 40 to 50 percent dropout rate in our inner-city schools.""",false,his speech at the state convention of the Republican Party of Texas,Corrections and Updates; Education; Texas,W. Gardner Selby,"July 27, 2014",https://www.politifact.com/factchecks/2014/jul/27/dan-patrick/dan-patrick-incorrectly-says-texas-has-40-percent-/
Charlie Crist,"July 23, 2014","Says Rick Scott cut ""Bright Futures scholarships in half.""",half-true,TV ad,Education; Florida,Amy Sherman,"July 25, 2014",https://www.politifact.com/factchecks/2014/jul/25/charlie-crist/charlie-crist-says-rick-scott-cut-bright-futures-h/
Joe  Leibham,"July 19, 2014",Says Common Core is a federal mandate.,false,news release,Children; Education; Federal Budget; States; Wisconsin,Tom Kertscher,"July 25, 2014",https://www.politifact.com/factchecks/2014/jul/25/joe-leibham/federal-government-required-states-adopt-common-co/
Republican Party of Florida,"July 22, 2014","""With Rick Scott, there are more funds for preschool education.""",mostly-false,TV ad,Education; Florida,Amy Sherman,"July 24, 2014",https://www.politifact.com/factchecks/2014/jul/24/republican-party-florida/rick-scott-increased-preschool-funding-republican/
Dennis Richardson,"July 18, 2014","""We are 49th in the nation for our graduation rate""",mostly-true,campaign debate,Oregon; Education,Dana Tims,"July 23, 2014",https://www.politifact.com/factchecks/2014/jul/23/dennis-richardson/does-oregon-rank-49th-nation-its-high-school-gradu/
Mitch McConnell,"July 10, 2014","""More women are graduating from college now than men.""",true,remarks to voters,National; Education; Women,Molly O'Connor,"July 18, 2014",https://www.politifact.com/factchecks/2014/jul/18/mitch-mcconnell/mitch-mcconnell-says-more-women-graduate-college-m/
Charlie Crist,"July 16, 2014","Says Rick Scott’s per-pupil education spending is ""about $200 less"" than what it was under Charlie Crist during the recession.",mostly-true,"""Tampa Bay Times"" editorial board interview",Education; State Budget; Florida,Joshua Gillin,"July 18, 2014",https://www.politifact.com/factchecks/2014/jul/18/charlie-crist/rick-scotts-student-spending-about-200-less-during/
Roberto Alonzo,"July 16, 2014","""Latinos now make up the majority population in Texas.""",false,press release,Education; Legal Issues; Population; States; Texas,W. Gardner Selby,"July 17, 2014",https://www.politifact.com/factchecks/2014/jul/17/roberto-alonzo/latinos-not-yet-majority-texans/
Angel Taveras,"July 25, 2014","""Providence graduation rates are up.""",mostly-true,campaign video,Rhode Island; Education; Message Machine 2014,Karen Lee  Ziner,"July 16, 2014",https://www.politifact.com/factchecks/2014/jul/16/angel-taveras/mayor-angel-taveras-says-high-school-graduation-ra/
Gary George,"July 6, 2014","""I created the school choice program.""",half-true,interview,Education; Wisconsin,Dave Umhoefer,"July 13, 2014",https://www.politifact.com/factchecks/2014/jul/13/gary-george/gary-george-says-he-created-school-choice-program/
Florida Democratic Party,"July 1, 2014","Says Rick Scott ""cut education to pay for even more tax breaks for big, powerful, well-connected corporations.""",half-true,TV ad,Education; Taxes; Florida,Amy Sherman,"July 7, 2014",https://www.politifact.com/factchecks/2014/jul/07/florida-democratic-party/rick-scott-cut-education-pay-tax-breaks-democratic/
Wendy Davis,"June 27, 2014","Says Greg Abbott ""has lost"" in court ""four times in just the past few days.""",mostly-true,her speech to the Texas Democratic Party state convention,Environment; Candidate Biography; Criminal Justice; Education; Legal Issues; Texas,W. Gardner Selby,"July 6, 2014",https://www.politifact.com/factchecks/2014/jul/06/wendy-davis/greg-abbott-sustained-four-setbacks-court-though-h/
Matt  McGrath,"June 18, 2014","""Gov. Deal has the worst record on education in the history of this state.""",pants-fire,press release and fundraising email,Georgia; Education,Nancy Badertscher,"July 2, 2014",https://www.politifact.com/factchecks/2014/jul/02/matt-mcgrath/carter-camps-claim-all-smoke/
Barack Obama,"June 23, 2014","""In 31 states, decent child care costs more than college tuition.""",mostly-true,speech at the White House Summit on Working Families,National; Children; Education; Families,Louis Jacobson,"June 27, 2014",https://www.politifact.com/factchecks/2014/jun/27/barack-obama/barack-obama-says-31-states-decent-child-care-cost/
League of Conservation Voters,"June 23, 2014","Says Iowa Senate candidate Joni Ernst ""promises to shut down the Department of Education and abolish the EPA.""",true,TV ad,Environment; National; Education,Molly O'Connor,"June 27, 2014",https://www.politifact.com/factchecks/2014/jun/27/league-conservation-voters/does-joni-ernst-want-abolish-education-department-/
Mary Burke,"June 2, 2014","""Part of the increase in the cost (of higher education) has been because state support has dropped. We now spend, under Governor Walker, more on corrections than we do on higher education.""",half-true,interview,Criminal Justice; Education; State Budget; Wisconsin,Devon Waugh,"June 27, 2014",https://www.politifact.com/factchecks/2014/jun/27/mary-burke/citing-scott-walker-mary-burke-says-wisconsin-spen/
Rick Scott,"June 23, 2014","""Under Governor Crist, 3,000 teachers laid off.""",mostly-false,TV ad,Economy; Education; Jobs; Stimulus; Florida,Amy Sherman,"June 26, 2014",https://www.politifact.com/factchecks/2014/jun/26/rick-scott/scott-ad-blames-crist-3000-teachers-laid/
Republican Party of Florida,"June 17, 2014","""Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.""",mostly-true,TV ad,Education; Florida,Amy Sherman,"June 25, 2014",https://www.politifact.com/factchecks/2014/jun/25/republican-party-florida/cost-prepaid-college-tuition-nosedived-under-scott/
Republican Party of Georgia,"June 4, 2014","""Even when all other state agencies took cuts, Gov. [Nathan] Deal increased education spending every year.""",mostly-false,press release,Georgia; Education,Nancy Badertscher,"June 20, 2014",https://www.politifact.com/factchecks/2014/jun/20/GaGOP/gop-overstating-deals-record-education/
Nan Rich,"May 10, 2014","""$3 billion over the next five years will be taken out of our public schools and be put into vouchers.""",mostly-false,speech,Children; Education; Poverty; Florida,Amy Sherman,"June 19, 2014",https://www.politifact.com/factchecks/2014/jun/19/nan-rich/vouchers-take-3-billion-out-public-schools-nan-ric/
EMILY's List,"June 16, 2014","""Thom Tillis cut almost $500 million from education.""",half-true,television ad,National; Children; Congress; Economy; Education; Jobs; State Budget,Lauren Carroll,"June 19, 2014",https://www.politifact.com/factchecks/2014/jun/19/emilys-list/did-republican-senate-candidate-thom-tillis-cut-50/
Everytown for Gun Safety,"June 11, 2014","There have been 74 ""school shootings in America since Sandy Hook.""",mostly-false,infographic that went viral,National; Children; Education; Guns,Lauren Carroll,"June 13, 2014",https://www.politifact.com/factchecks/2014/jun/13/everytown-gun-safety/have-there-been-74-school-shootings-sandy-hook-clo/
Mary Burke,"April 18, 2014","""Already in Wisconsin we have seen fewer people pursuing education as a career"" due to the Act 10 collective bargaining law.",mostly-false,interview,Education; State Budget; Workers; Wisconsin,Dave Umhoefer,"June 13, 2014",https://www.politifact.com/factchecks/2014/jun/13/mary-burke/act-10-has-cut-interest-teaching-careers-mary-burk/
Hillary Clinton,"June 10, 2014","""By the time I left"" the State Department, ""economic growth was up and opium production was down"" in Afghanistan, while ""infant mortality declined"" and school enrollment rose by more than sevenfold.",mostly-true,"her book, ""Hard Choices""",National; Drugs; Economy; Education; Health Care; Foreign Policy; Public Health; Women,Louis Jacobson,"June 10, 2014",https://www.politifact.com/factchecks/2014/jun/10/hillary-clinton/new-book-hillary-clinton-touts-quality-life-advanc/
Mark Warner,"May 29, 2014","""Right now, America has $1.1 trillion of student debt. That’s more than credit card debt.""",true,speech.,Debt; Education; Message Machine 2014; Virginia,Nancy  Madsen,"June 10, 2014",https://www.politifact.com/factchecks/2014/jun/10/mark-warner/warner-says-us-student-debt-has-surpassed-credit-c/
Chain email,"June 5, 2014","""Obama Signs Bill Forgiving All Student Loan Debt.""",pants-fire,emails and social media posts circulating on the Internet,National; Education; Financial Regulation,Louis Jacobson,"June 9, 2014",https://www.politifact.com/factchecks/2014/jun/09/chain-email/did-barack-obama-sign-bill-forgive-all-outstanding/
Pete Gallego,"May 14, 2014","""The average student loan debt in Texas is over $22,000...the cost of an average size pickup truck."" But unlike car owners, ""students are not allowed to refinance their loans at lower rates.""",mostly-true,email blast,Education; Federal Budget; Financial Regulation; Texas,W. Gardner Selby,"June 9, 2014",https://www.politifact.com/factchecks/2014/jun/09/pete-gallego/pete-gallego-equates-average-student-loan-debt-pri/
Scott Walker,"April 16, 2014","""Graduation and third-grade reading scores are up in the state since I took office.""",mostly-true,radio interview,Education; Wisconsin,Dave Umhoefer,"June 8, 2014",https://www.politifact.com/factchecks/2014/jun/08/scott-walker/scott-walker-says-wisconsin-graduation-rates-and-t/
Rick Scott,"June 2, 2014","""Charlie Crist allowed college tuition to increase up to 15 percent every year.""",mostly-true,campaign commercial,Education; State Budget; Florida,Joshua Gillin,"June 4, 2014",https://www.politifact.com/factchecks/2014/jun/04/rick-scott/charlie-crist-allowed-college-tuition-increase-15-/
Tammy Baldwin,"May 8, 2014","""This generation, on average, is starting their careers, if they’ve been to a four-year college, with just under $30,000 in debt.""",half-true,interview,Debt; Education; Jobs; Wisconsin,Devon Waugh,"June 4, 2014",https://www.politifact.com/factchecks/2014/jun/04/tammy-baldwin/tammy-baldwin-claims-college-students-graduate-300/
Brian Kemp,"May 19, 2014","""The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.""",true,statement,Georgia; Education,Nancy Badertscher,"June 4, 2014",https://www.politifact.com/factchecks/2014/jun/04/brian-kemp/early-voting-grows-popularity/
Clay Pell,"April 30, 2014","""Rhode Island has the highest dropout rate in New England at twenty-three percent.""",half-true,campaign website,Rhode Island; Education,Karen Lee  Ziner,"June 1, 2014",https://www.politifact.com/factchecks/2014/jun/01/clay-pell/clay-pell-says-rhode-island-has-highest-dropout-ra/
Peter Shumlin,"May 21, 2014","""Nathan Deal cut the HOPE scholarship program so that literally 100,000 Georgians will not be able to go to college or get technical training that they so badly needed to raise -- you know, give them a chance at a good job.""",half-true,MSNBC,Georgia; Education,Nancy Badertscher,"May 30, 2014",https://www.politifact.com/factchecks/2014/may/30/peter-shumlin/target-deal-hope-mark/
Mary Burke,"May 6, 2014","The Wisconsin school voucher program ""has no research that shows that it’s going to improve student learning.""",mostly-true,forum,Children; Education; Poverty; Religion; State Budget; Wisconsin,Tom Kertscher,"May 28, 2014",https://www.politifact.com/factchecks/2014/may/28/mary-burke/no-evidence-students-voucher-schools-perform-bette/
Valarie Wilson,"May 14, 2014",Says Democratic candidate for state school superintendent Alisha Thomas Morgan voted to slash funding for the preschool programs for disabled and special needs students.,half-true,pamphlet,Georgia; Education,Nancy Badertscher,"May 27, 2014",https://www.politifact.com/factchecks/2014/may/27/valarie-wilson/georgia-superintendent-candidate-criticizes-oppone/
Charles Van Zant,"March 22, 2014","A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can.""",pants-fire,speech,Corrections and Updates; Education; LGBTQ; Florida,Amy Sherman,"May 20, 2014",https://www.politifact.com/factchecks/2014/may/20/charles-van-zant/common-core-testing-homosexual-possibly-can/
Jeb Bush,"May 12, 2014","""U.S. teenagers have now fallen behind their counterparts in Ireland, Poland and even Vietnam in math and science.""",mostly-true,speech at the Manhattan Institute,Education; Florida,Amy Sherman,"May 15, 2014",https://www.politifact.com/factchecks/2014/may/15/jeb-bush/jeb-bush-says-us-teenagers-behind-ireland-poland-a/
Dan Patrick,"April 28, 2014","Under David Dewhurst’s leadership, the Texas ""Senate passed an expansion of in-state tuition and free health care to illegal immigrants.""",false,TV ad,Immigration; Education; Health Care; Voting Record; Texas,W. Gardner Selby,"May 15, 2014",https://www.politifact.com/factchecks/2014/may/15/dan-patrick/dan-patrick-misinterprets-texas-senate-votes-measu/
Kyle Williams,"May 6, 2014","State Rep. Elena Parent ""supported Governor Nathan Deal’s plan to slash the HOPE scholarship.""",false,campaign fllier,Georgia; Education; Elections,Eric Stirgus,"May 13, 2014",https://www.politifact.com/factchecks/2014/may/13/kyle-williams/can-candidate-be-too-conservative/
Republican Party of Texas,"April 11, 2014","""Wendy Davis has already taken more $ from teacher unions than the past 3 Democrat gubernatorial candidates combined.""",mostly-false,tweet and chart,Campaign Finance; Education; Texas,W. Gardner Selby,"May 2, 2014",https://www.politifact.com/factchecks/2014/may/02/republican-party-texas/early-campaign-wendy-davis-has-not-raised-more-thr/
Wendy Davis,"April 22, 2014","""Under Greg Abbott, Texas four-year-olds would be forced to undergo standardized tests.""",mostly-false,online post,Children; Corrections and Updates; Education; Texas,W. Gardner Selby,"May 1, 2014",https://www.politifact.com/factchecks/2014/may/01/wendy-davis/greg-abbott-plan-doesnt-mandate-standardized-testi/
The David Perdue Files,"April 21, 2014",David Perdue supports Common Core,mostly-false,website,Georgia; Education,Eric Stirgus,"April 29, 2014",https://www.politifact.com/factchecks/2014/apr/29/david-perdue-files/common-core-claim-doesnt-make-grade/
