statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Cory Booker,"July 10, 2016","The war on drugs led to ""a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.""",mostly-true,"interview on ""Meet the Press""",National; Crime,Lauren Carroll,"July 10, 2016",https://www.politifact.com/factchecks/2016/jul/10/cory-booker/how-war-drugs-affected-incarceration-rates/
Charles Ramsey,"July 10, 2016","""There are approximately 18,000 (police) departments in the United States.""",mostly-true,"interview on ""Meet the Press""",Criminal Justice; Crime; PunditFact,Jon Greenberg,"July 10, 2016",https://www.politifact.com/factchecks/2016/jul/10/charles-ramsey/how-many-police-departments-are-us/
Gwen Moore,"June 23, 2016","""If you're a terrorist you can't fly,"" but ""an assault weapon you can buy.""",mostly-true,tweet,Crime; Terrorism; Transportation; Guns; Wisconsin,Tom Kertscher,"July 1, 2016",https://www.politifact.com/factchecks/2016/jul/01/gwen-moore/poem-rep-gwen-moore-says-terrorists-can-be-banned-/
Dana Young,"June 21, 2016","""DUI arrests dropped significantly in Tampa once Uber began operating here.""",half-true,tweet,Crime; Technology; Florida,Allison Graves,"June 29, 2016",https://www.politifact.com/factchecks/2016/jun/29/dana-young/do-dui-arrests-plummet-when-uber-comes-town/
Steve Adler,"June 14, 2016","Austin was the ""site of the first mass shooting in the country.""",false,interview with Bob Cole on Austin's KOKE-FM,History; Crime; Texas,W. Gardner Selby,"June 23, 2016",https://www.politifact.com/factchecks/2016/jun/23/steve-adler/steve-adler-wrong-first-us-mass-shooting-occurred-/
Loretta Lynch,"June 19, 2016","""The LGBT community is more often the victims of hate crimes than any other recognized group.""",true,"interview on ""Fox News Sunday""",Crime; LGBTQ; Florida,Amy Sherman,"June 23, 2016",https://www.politifact.com/factchecks/2016/jun/23/loretta-lynch/loretta-lynch-says-gays-and-lesbians-are-most-freq/
Cory Booker,"June 16, 2016","""Al-Qaida operatives, have said, 'Hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill Americans.'""",mostly-true,interview on MSNBC,National; Crime; Government Regulation; Public Safety; Regulation; Terrorism; Guns,C. Eugene Emery Jr.,"June 23, 2016",https://www.politifact.com/factchecks/2016/jun/23/cory-booker/sen-cory-booker-says-al-qaida-has-urged-followers-/
Louie Gohmert,"May 10, 2016","""Of all the people in federal prison for possession of illegal substances, 77 percent of them are not citizens of the United States.""",half-true,House floor remarks,Criminal Justice; Drugs; Crime; Texas,W. Gardner Selby,"June 17, 2016",https://www.politifact.com/factchecks/2016/jun/17/louie-gohmert/louie-gohmert-singles-out-large-share-federal-inma/
Charles Schumer,"June 14, 2016","Last year, ""244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.""",mostly-true,news conference,National; Congress; Homeland Security; Crime; Government Regulation; Public Safety; Terrorism; Guns,C. Eugene Emery Jr.,"June 15, 2016",https://www.politifact.com/factchecks/2016/jun/15/charles-schumer/charles-schumer-terror-watch-list-buy-guns-got-the/
Catherine Hanaway,"June 6, 2016","""Only half of the murders in the city of St. Louis get solved.""",true,Missouri,Crime; Missouri,Allison Graves,"June 14, 2016",https://www.politifact.com/factchecks/2016/jun/14/catherine-hanaway/hanaway-right-about-how-many-murder-get-solved-st-/
Hillary Clinton,"June 13, 2016","""Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino.""",mostly-true,speech after a terrorist attack,National; Homeland Security; Crime; Race and Ethnicity; Terrorism,Louis Jacobson,"June 14, 2016",https://www.politifact.com/factchecks/2016/jun/14/hillary-clinton/hillary-clinton-says-anti-muslim-hate-crimes-tripl/
Donald Trump,"June 7, 2016","""Crime is rising.""",pants-fire,speech after several primaries concluded,National; Criminal Justice; Crime,Louis Jacobson,"June 9, 2016",https://www.politifact.com/factchecks/2016/jun/09/donald-trump/donald-trump-said-crime-rising-its-not-and-hasnt-b/
Donald Trump,"May 20, 2016","It ""is Hillary Clinton's agenda"" to ""release the violent criminals from jail. She wants them all released.""",pants-fire,speech to the National Rifle Association,National; Criminal Justice; Legal Issues; Crime,Louis Jacobson,"May 26, 2016",https://www.politifact.com/factchecks/2016/may/26/donald-trump/donald-trump-wrong-hillary-clinton-wants-release-a/
Donald Trump,"May 18, 2016","""There are places in America that are among the most dangerous in the world. You go to places like Oakland. Or Ferguson. The crime numbers are worse. Seriously.""",false,interview with the New York Times Magazine,National; Crime,Linda Qiu,"May 25, 2016",https://www.politifact.com/factchecks/2016/may/25/donald-trump/donald-trumps-false-claim-oakland-ferguson-are-amo/
George Holding,"May 19, 2016","Says North Carolina Rep. Renee Ellmers was the only Republican to vote against ""an amendment to prioritize the deportation of sexual criminals who are illegal immigrants.""",half-true,debate on WRAL,Immigration; Congress; Criminal Justice; Crime; Public Safety; North Carolina,Will Doran,"May 23, 2016",https://www.politifact.com/factchecks/2016/may/23/george-holding/george-holding-accuses-renee-ellmers-breaking-part/
Donald Trump,"May 4, 2016","Germany ""is crime-riddled right now"" because of migration to Europe.",mostly-false,interview with NBC News,Immigration; National; Criminal Justice; Human Rights; Crime; Public Safety,C. Eugene Emery Jr.,"May 11, 2016",https://www.politifact.com/factchecks/2016/may/11/donald-trump/donald-trump-says-germany-now-riddled-crime-thanks/
Duf Sundheim,"May 10, 2016","""There is a 34 percent increase in violent crime in the state of California. … And that’s just within the last year.""",false,debate,Crime; California,Chris Nichols,"May 11, 2016",https://www.politifact.com/factchecks/2016/may/11/duf-sundheim/duf-sundheim-wrongly-says-californias-violent-crim/
Terry McAuliffe,"April 22, 2016","Before April 22, ""we have restored the rights of more than 18,000 individuals, which is more than the past seven governors combined in their four-year terms.""",true,speech.,History; Crime; Virginia,Warren Fiske,"May 9, 2016",https://www.politifact.com/factchecks/2016/may/09/terry-mcauliffe/mcauliffe-held-va-record-retoring-felon-voting-rig/
Amy Schumer,"April 28, 2016","""You can absolutely get a gun if you have several felonies as long as you buy it on the Internet or at a gun show.""",half-true,"episode of ""Inside Amy Schumer""",Crime; PunditFact; Guns,Lauren Carroll,"April 29, 2016",https://www.politifact.com/factchecks/2016/apr/29/amy-schumer/fact-checking-amy-schumers-welcome-gun-show/
Kofi Annan,"April 19, 2016","""Studies have consistently failed to establish the existence of a link between the harshness of a country’s drug laws and its levels of drug use.""",mostly-true,op-ed,Global News Service; Drugs; Crime,Jon Greenberg,"April 22, 2016",https://www.politifact.com/factchecks/2016/apr/22/kofi-annan/former-un-secretary-general-says-war-drugs-has-fai/
Bernie Sanders,"March 26, 2016","""Under the federal Controlled Substance Act, marijuana is listed in the same Schedule I as heroin,"" even though ""marijuana is not a killer drug like heroin.""",mostly-true,speech,Criminal Justice; Drugs; Crime; Government Regulation; Public Health; Wisconsin,Tom Kertscher,"April 22, 2016",https://www.politifact.com/factchecks/2016/apr/22/bernie-sanders/hitting-war-drugs-bernie-sanders-says-us-puts-mari/
"Our City, Our Safety, Our Choice","April 8, 2016","Austin’s Stop Abuse for Everyone has seen in its offices ""sexual assault survivors that report being attacked by their ridesharing drivers, at a rate of one per month.""",half-true,fund-raising letter from female supporters,Elections; Crime; Transportation; Texas,W. Gardner Selby,"April 15, 2016",https://www.politifact.com/factchecks/2016/apr/15/our-city-our-safety-our-choice/our-city-backers-give-incomplete-account-reported-/
Ellen Troxclair,"April 10, 2016","Statistics show ""you are about nine times more likely to be assaulted by a taxi driver"" in Austin than a driver for a ride-hailing service.",pants-fire,voter forum hosted by the League of Women Voters of the Austin Area,Crime; Transportation; Texas,W. Gardner Selby,"April 15, 2016",https://www.politifact.com/factchecks/2016/apr/15/ellen-troxclair/ellen-troxclair-lacks-facts-behind-claim-about-sex/
Hillary Clinton,"March 29, 2016","About ""1 percent of all the gun sellers are responsible for more than half of the guns that are used in crimes.""",half-true,forum,Crime; Government Regulation; Guns; Wisconsin,Tom Kertscher,"April 15, 2016",https://www.politifact.com/factchecks/2016/apr/15/hillary-clinton/about-1-gun-sellers-responsible-more-half-guns-use/
Hillary Clinton,"April 11, 2016","""The state that has the highest per capita number of … guns that end up committing crimes in New York come from Vermont.""",half-true,event,National; Crime; Guns,Louis Jacobson,"April 12, 2016",https://www.politifact.com/factchecks/2016/apr/12/hillary-clinton/look-hillary-clintons-claim-about-vermonts-gun-pip/
Frank Luntz,"April 6, 2016","""Team Trump has accused Ted Cruz of fraud"" in Iowa, Texas, Colorado, Oklahoma, Louisiana, Kansas, Maine, Utah and Wisconsin.""",half-true,tweet,Elections; Crime; Texas,W. Gardner Selby,"April 11, 2016",https://www.politifact.com/factchecks/2016/apr/11/frank-luntz/frank-luntz-says-team-trump-has-accused-ted-cruz-f/
Bill Clinton,"April 7, 2016","""Because of (the 1994 crime bill), we had a 25-year low in crime, a 33-year low in the murder rate, and listen to this, because of that and the background check law, a 46-year low in the deaths of people of gun violence.""",mostly-false,during a campaign stop,Crime; Pennsylvania,Anna Orso,"April 8, 2016",https://www.politifact.com/factchecks/2016/apr/08/bill-clinton/fact-checking-bill-clintons-philly-defense-his-con/
Mark Pocan,"April 7, 2016","""More people are struck by lightning than commit in-person voter fraud"" by impersonation.",true,blog post,Civil Rights; Elections; Crime; Government Regulation; Wisconsin,Tom Kertscher,"April 7, 2016",https://www.politifact.com/factchecks/2016/apr/07/mark-pocan/which-happens-more-people-struck-lightning-or-peop/
Chris Sgro,"March 17, 2016","""There have not been any public safety issues"" in cities that allow transgender people to use the bathroom of the gender they identify as.",mostly-true,speech urging Charlotte's anti-discrimination ordinance be left intact,Crime; LGBTQ; Sexuality; North Carolina,Will Doran,"April 1, 2016",https://www.politifact.com/factchecks/2016/apr/01/chris-sgro/equality-nc-director-no-public-safety-risks-cities/
Gina Hinojosa,"February 26, 2016","""Texas has a higher incarceration rate than Russia or Iran.""",mostly-true,campaign  mailer,Criminal Justice; Crime; Texas,Emma Hinchliffe,"March 23, 2016",https://www.politifact.com/factchecks/2016/mar/23/gina-hinojosa/gina-hinojosa-vowing-reforms-says-texas-has-higher/
Greg Abbott,"March 14, 2016","""The fact is voter fraud is rampant.""",pants-fire,responding to reporters,Elections; Crime; Texas,W. Gardner Selby,"March 17, 2016",https://www.politifact.com/factchecks/2016/mar/17/greg-abbott/light-match-greg-abbotts-claim-about-rampant-voter/
Bill McCoshen,"March 11, 2016","Says when Bernie Sanders was in college, Sanders said ""something very similar"" to what conservative Wisconsin Supreme Court Justice Rebecca Bradley had written as a college student in the 1990s -- that ""women have a legitimate role in date rape.""",half-true,talk show,Candidate Biography; Crime; Sexuality; Women; Wisconsin,Tom Kertscher,"March 17, 2016",https://www.politifact.com/factchecks/2016/mar/17/bill-mccoshen/bernie-sanders-made-rape-comment-similar-one-wisco/
Everytown for Gun Safety,"March 8, 2016",The rate of U.S. female homicide victims outnumbers 24 other developed countries by more than 2½ to 1.,half-true,Facebook meme,National; History; Crime; Public Safety; Guns,C. Eugene Emery Jr.,"March 14, 2016",https://www.politifact.com/factchecks/2016/mar/14/everytown-gun-safety/anti-gun-group-uses-old-data-incorrectly-compare-i/
Ted Cruz,"February 28, 2016","""There have been multiple media reports about (Donald Trump's) business dealings with the mob, with the mafia.""",true,comments on Meet the Press,National; Candidate Biography; Crime,Linda Qiu,"March 2, 2016",https://www.politifact.com/factchecks/2016/mar/02/ted-cruz/yes-donald-trump-has-been-linked-mob/
Hillary Clinton,"February 23, 2016","""African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.""",true,TV ad,National; Crime,C. Eugene Emery Jr.,"February 26, 2016",https://www.politifact.com/factchecks/2016/feb/26/hillary-clinton/hillary-clinton-says-blacks-more-likely-be-arreste/
Hillary Clinton,"February 11, 2016","Says Dontre Hamilton, who was killed during a confrontation with a Milwaukee police officer, was ""unarmed.""",mostly-true,debate,Criminal Justice; Crime; Public Health; Public Safety; Urban; Wisconsin,Tom Kertscher,"February 18, 2016",https://www.politifact.com/factchecks/2016/feb/18/hillary-clinton/black-man-was-unarmed-when-shot-dead-white-milwauk/
Tim McGinty,"February 17, 2016","""We are almost halfway to our goal of 1,000 rapes prosecuted!""",true,his campaign website,Ohio; Crime,Nadia Pflaum,"February 17, 2016",https://www.politifact.com/factchecks/2016/feb/17/tim-mcginty/cuyahoga-prosecutor-touts-reduction-rape-kits-reel/
Gary Cobb,"February 16, 2016","Travis County residents ""trusted me to take on Tom DeLay — and we won.""",mostly-false,video ad on his campaign website,Candidate Biography; Criminal Justice; Crime; Texas,W. Gardner Selby,"February 17, 2016",https://www.politifact.com/factchecks/2016/feb/17/gary-cobb/gary-cobb-won-guilty-jury-verdicts-against-tom-del/
Tony Capezza,"January 26, 2016","""In New England, Rhode Island has the second highest number of police officers being assaulted.""",mostly-false,testimony at General Assembly,Rhode Island; Crime; Public Safety,Mark  Reynolds,"February 14, 2016",https://www.politifact.com/factchecks/2016/feb/14/tony-capezza/police-union-director-uses-incomplete-data-general/
John O'Bannon,"February 1, 2016","Says ""some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit.""",false,constituent survey,Abortion; Crime; Virginia,Warren Fiske,"February 8, 2016",https://www.politifact.com/factchecks/2016/feb/08/john-obannon/del-john-obannon-says-planned-parenthood-sold-feta/
EMILY's List,"December 31, 2015","As part of legislative fights over abortion rights, ""Mike Coffman co-sponsored a bill to redefine rape.""",mostly-true,fundraising email,Abortion; Colorado; Corrections and Updates; Criminal Justice; Crime; Women,Alan Gathright,"February 3, 2016",https://www.politifact.com/factchecks/2016/feb/03/emilys-list/emilys-list-attacks-coffman-forcible-rape-and-abor/
Rand Paul,"January 28, 2016","""A third of the budget for the city of Ferguson (Missouri) was being reaped by civil fines.""",mostly-false,Republican debate,National; City Budget; Civil Rights; Criminal Justice; Crime; Public Safety; Urban,C. Eugene Emery Jr.,"January 29, 2016",https://www.politifact.com/factchecks/2016/jan/29/rand-paul/budgets-ferguson-mo-dont-support-rand-pauls-claim-/
Ted Cruz,"January 15, 2016","Says President Barack Obama ""appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns.""",half-true,Republican presidential debate,National; Criminal Justice; Crime; Guns,Louis Jacobson,"January 15, 2016",https://www.politifact.com/factchecks/2016/jan/15/ted-cruz/did-former-attorney-general-eric-holder-say-he-vie/
Carly Fiorina,"December 17, 2015","""When we held recent economic dialogues with China, we agreed on over 100 different things  —  including wildlife trafficking and volcano research. None of these 100-plus points of agreement addressed cybersecurity.""",mostly-false,column posted on Medium,National; China; Criminal Justice; Infrastructure; Crime; Foreign Policy,Louis Jacobson,"January 7, 2016",https://www.politifact.com/factchecks/2016/jan/07/carly-fiorina/carly-fiorina-says-us-didnt-address-cybersecurity-/
Dan Patrick,"January 3, 2016","""Everywhere that we have more citizens carrying guns, crime is less. There's a study showing that where states have open carry or concealed carry, but particularly open carry, the crime is down 25 percent.""",mostly-false,"interview on NBC's ""Meet the Press""",National; Crime; Guns,Linda Qiu,"January 3, 2016",https://www.politifact.com/factchecks/2016/jan/03/dan-patrick/texas-lt-gov-dan-patrick-claims-states-where-peopl/
State Public Service Announcement,,"By the end of 2015, more than 1,300 people will have died on Georgia roads. One of out evey four fatalities resulted from drunken driving.",mostly-true,,Georgia; Alcohol; Crime; Public Safety; States; Transportation,Nancy Badertscher,"December 30, 2015",https://www.politifact.com/factchecks/2015/dec/30/state-public-service-announcement/state-correct-traffic-deaths-are-2015/
André  Carson,"December 13, 2015","""Our larger domestic threat is from racial supremacist groups.""",false,"interview on ABC News' ""This Week""",National; Crime; Religion; Terrorism,Jon Greenberg,"December 18, 2015",https://www.politifact.com/factchecks/2015/dec/18/andre-carson/rep-carson-miscasts-racial-supremacists-greater-/
Uber,"November 7, 2015","""Recent news reports indicate DWI crashes in Austin dropped 23 percent since ridesharing entered the market.""",mostly-true,web post,Crime; Transportation; Texas,W. Gardner Selby,"December 16, 2015",https://www.politifact.com/factchecks/2015/dec/16/uber/uber-says-drunk-driving-crashes-down-austin-advent/
Joe Donald,"December 2, 2015","""We lock up close to 2.4 million people in this country. We're locking up more people than China and Russia.""",mostly-true,interview,China; Criminal Justice; Crime; Wisconsin,Tom Kertscher,"December 9, 2015",https://www.politifact.com/factchecks/2015/dec/09/joe-donald/us-incarcerates-more-people-china-or-russia-state-/
Ted Cruz,"November 30, 2015","""Here’s the simple and undeniable fact: The overwhelming majority of violent criminals are Democrats.""",mostly-false,radio interview with Hugh Hewitt,National; Criminal Justice; Legal Issues; Crime,Louis Jacobson,"December 1, 2015",https://www.politifact.com/factchecks/2015/dec/01/ted-cruz/are-overwhelming-majority-violent-criminals-democr/
Donald Trump,"November 22, 2015",Says crime statistics show blacks kill 81 percent of white homicide victims.,pants-fire,tweet,National; Crime,Jon Greenberg,"November 23, 2015",https://www.politifact.com/factchecks/2015/nov/23/donald-trump/trump-tweet-blacks-white-homicide-victims/
Peter Kinder,"November 12, 2015","""This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.""",pants-fire,comments on Breitbart,Education; Crime; Race and Ethnicity; Missouri,Allison Graves,"November 22, 2015",https://www.politifact.com/factchecks/2015/nov/22/peter-kinder/missouri-politician-wrongly-claims-zero-evidence-s/
Greenville Gazette,"February 1, 2015","Texas legislation ""would allow… teachers to kill their students if they felt it was needed.""",half-true,article,Children; Criminal Justice; Education; Crime; Texas,Andy East,"November 6, 2015",https://www.politifact.com/factchecks/2015/nov/06/greenville-gazette/website-says-texas-legislation-allows-teachers-kil/
Facebook posts,"August 6, 2015","A Texas police department bought an ad telling drug dealers, ""We can take your competition off the streets for FREE.""",true,Snopes.com tweet recapping a Facebook post,Criminal Justice; Drugs; Legal Issues; Crime; Texas,W. Gardner Selby,"October 30, 2015",https://www.politifact.com/factchecks/2015/oct/30/facebook-posts/texas-police-department-places-ad-urging-drug-deal/
Chris Danou,"October 20, 2015","A Republican bill that would change John Doe criminal investigations is ""creating exceptions in the law for politicians.""",mostly-true,remarks,Campaign Finance; Criminal Justice; Elections; Ethics; Legal Issues; Crime; Wisconsin,Tom Kertscher,"October 22, 2015",https://www.politifact.com/factchecks/2015/oct/22/chris-danou/gop-changes-wisconsins-john-doe-law-create-excepti/
Hillary Clinton,"October 15, 2015","""We lose an average of 90 Americans every day because of guns.""",mostly-true,speech,Criminal Justice; Crime; Guns; Texas,W. Gardner Selby,"October 21, 2015",https://www.politifact.com/factchecks/2015/oct/21/hillary-clinton/hillary-clinton-says-us-loses-90-people-day-guns/
Edward  Flynn,"August 27, 2015","In Milwaukee County, juveniles arrested for car theft ""get sent immediately home, because under the point system in juvenile court"" on holding suspects, ""a stolen car gets zero points.""",mostly-false,forum,Children; Criminal Justice; Legal Issues; Crime; Transportation; Urban; Wisconsin,Tom Kertscher,"October 19, 2015",https://www.politifact.com/factchecks/2015/oct/19/edward-flynn/juvenile-car-theft-suspects-milwaukee-county-get-s/
Bill O'Reilly,"October 7, 2015","From 2014 to 2015, Austin’s ""murder rate is up a whopping 83 percent.""",mostly-false,commentary,City Government; Criminal Justice; Crime; Texas,Philip Jankowski,"October 16, 2015",https://www.politifact.com/factchecks/2015/oct/16/bill-oreilly/bill-oreilly-says-austins-murder-rate-has-spiked-8/
Matt Gaetz,"October 6, 2015","""In the states that allow open carry, violent crime was 23 percent lower.""",half-true,press conference,Crime; Florida; Guns,Joshua Gillin,"October 9, 2015",https://www.politifact.com/factchecks/2015/oct/09/matt-gaetz/violent-crime-lower-states-open-carry/
Dan Patrick,"September 3, 2015","""100 percent of the crime is committed, in estimate, by about 15 percent of the population.""",pants-fire,"interview by David Brown, host of the Texas Standard",Corrections and Updates; Criminal Justice; Crime; Population; Texas,W. Gardner Selby,"October 6, 2015",https://www.politifact.com/factchecks/2015/oct/06/dan-patrick/dan-patrick-says-all-crime-estimate-committed-15-p/
Jeremy Bird,"October 2, 2015","""90% of Americans want national background checks that close loopholes.""",true,tweet after the shootings at an Oregon community college,Criminal Justice; Crime; Government Regulation; Guns; Texas,W. Gardner Selby,"October 5, 2015",https://www.politifact.com/factchecks/2015/oct/05/jeremy-bird/jeremy-bird-says-90-percent-americans-want-mandato/
Joe Scarborough,"October 2, 2015","About ""3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.""",half-true,"broadcast of MSNBC's ""Morning Joe""",Crime; PunditFact; Guns,Jon Greenberg,"October 5, 2015",https://www.politifact.com/factchecks/2015/oct/05/joe-scarborough/msnbcs-joe-scarborough-tiny-fraction-crimes-commit/
Butch Conway,"September 16, 2015",The racial and ethnic makeup of the Gwinnett County Sheriff’s Office mirrors the community it serves.,true,press conference,Georgia; County Government; Criminal Justice; Jobs; Crime; Race and Ethnicity; Public Safety,Nancy Badertscher,"September 29, 2015",https://www.politifact.com/factchecks/2015/sep/29/butch-conway/conways-claim-diverse-department-true/
Casey Cagle,"September 8, 2015","""Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.""",true,press release,Georgia; Criminal Justice; Crime; Public Safety; Public Service; Guns,Nancy Badertscher,"September 22, 2015",https://www.politifact.com/factchecks/2015/sep/22/casey-cagle/cagle-right-law-enforcement-death-count/
Scott Walker,"September 14, 2015","Says he will pursue change in federal law to protect employees from ""extortion from a union"" because ""the Supreme Court has ruled that federal prohibitions outlawing extortion usually do not apply to unions.""",mostly-false,campaign proposal,Labor; Legal Issues; Crime; Supreme Court; Unions; Wisconsin,Tom Kertscher,"September 17, 2015",https://www.politifact.com/factchecks/2015/sep/17/scott-walker/scott-walker-says-high-court-has-said-federal-laws/
Reader,"September 3, 2015",Atlanta has issued an increasing number of citations - and collected an increasing amount of revenue - since Mayor Kasim Reed took office in 2010.,mostly-true,email from a reader,Georgia; Crime; Public Safety,April Hunt,"September 11, 2015",https://www.politifact.com/factchecks/2015/sep/11/reader-email/are-citations-and-revenue-atlanta/
Bernie Sanders,"August 12, 2015","""African Americans are twice as likely to be arrested and almost four times as likely to experience the use of force during encounters with the police.""",mostly-true,web site,Rhode Island; Legal Issues; Crime; Race and Ethnicity,Mark  Reynolds,"August 30, 2015",https://www.politifact.com/factchecks/2015/aug/30/bernie-sanders/bernie-sanders-right-police-do-treat-african-ameri/
Ted Cruz,"August 21, 2015","""In the year 2013, the Obama administration released 104,000 criminal illegal aliens. They released 196 murderers – people with homicide convictions, who are here illegally.""",half-true,answering a reporter,Immigration; Criminal Justice; Crime; Texas,W. Gardner Selby,"August 28, 2015",https://www.politifact.com/factchecks/2015/aug/28/ted-cruz/ted-cruz-obama-administration-released-104000-crim/
Jim Webb,"August 5, 2015","""The United States has the highest incarceration rate in the world.""",mostly-true,web post.,Criminal Justice; Crime; Virginia,Sean Gorman,"August 10, 2015",https://www.politifact.com/factchecks/2015/aug/10/jim-webb/webb-says-us-has-worlds-highest-incarceration-rate/
Mark Obenshain,"July 21, 2015","Since parole abolition, Virginia's ""crime rate has fallen to third lowest in the country, our recidivism rate is down 20 percent and that’s the second lowest in the country.""",mostly-true,radio interview,Criminal Justice; Crime; Virginia,Warren Fiske,"August 3, 2015",https://www.politifact.com/factchecks/2015/aug/03/mark-obenshain/obenshain-says-virginias-crime-and-recidivism-rate/
Cory Booker,"July 27, 2015","""We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.""",mostly-true,post on Instagram,National; Criminal Justice; Crime,Keely Herring,"July 31, 2015",https://www.politifact.com/factchecks/2015/jul/31/cory-booker/was-prison-built-every-10-days-house-fast-growing-/
Harry Houck,"July 21, 2015","""The law says ... when a police officer stops you, do whatever he says and then deal with it later.""",false,"panel debate on ""CNN Tonight with Don Lemon""",Corrections and Updates; Crime; PunditFact,Will Cabaniss,"July 30, 2015",https://www.politifact.com/factchecks/2015/jul/30/harry-houck/former-nypd-detective-sandra-blands-traffic-stop-l/
Rick Perry,"June 4, 2015","""I deployed the Texas National Guard"" to the Texas-Mexico border. ""And the policy worked; apprehensions at the border declined 74 percent.""",mostly-false,his speech declaring his candidacy for president,Immigration; Criminal Justice; Crime; Texas,Bradley Saacks,"July 26, 2015",https://www.politifact.com/factchecks/2015/jul/26/rick-perry/rick-perry-says-74-percent-drop-border-apprehensio/
Atlanta neighborhood association,"July 9, 2015",The murder rate in Atlanta is on the rise this year.,true,online community forum,Georgia; Crime; Public Safety,April Hunt,"July 22, 2015",https://www.politifact.com/factchecks/2015/jul/22/atlanta-neighborhood-association/increase-murders-atlanta/
Police Chief Billy Grogan,"July 14, 2015","Georgia has more than 700 law enforcement agencies, and fewer than 20 percent of them are state-certified.",mostly-true,press release,Georgia; Crime; Public Safety,Nancy Badertscher,"July 21, 2015",https://www.politifact.com/factchecks/2015/jul/21/police-chief-billy-grogan/dunwoody-target-claim-about-police-department-cert/
Hans von Spakovsky,"July 9, 2015","""134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.""",half-true,article on the Heritage Foundation website,Immigration; Crime; PunditFact,Jon Greenberg,"July 16, 2015",https://www.politifact.com/factchecks/2015/jul/16/hans-von-spakovsky/heritage-analyst-obama-administration-released-134/
Ron Paul,"June 14, 2015","""Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case.""",true,opinion column,Criminal Justice; Crime; Taxes; Texas,W. Gardner Selby,"July 9, 2015",https://www.politifact.com/factchecks/2015/jul/09/ron-paul/ron-paul-says-death-penalty-trial-fueled-texas-tax/
Donald Trump,"July 1, 2015","""Hundreds of thousands of (illegal immigrants are) going to state and federal penitentiaries.""",mostly-false,interview on Fox Business Network,Immigration; National; Crime,Lauren Carroll,"July 6, 2015",https://www.politifact.com/factchecks/2015/jul/06/donald-trump/trump-immigration-claim-has-no-data-back-it/
Randy Forbes,"June 16, 2015","""The average age a child is trafficked into the commercial sex trade industry is between 11 and 14 years old.""",half-true,written statement.,Children; Crime; Virginia,Sean Gorman,"July 6, 2015",https://www.politifact.com/factchecks/2015/jul/06/randy-forbes/randy-forbes-says-average-age-child-sex-traffickin/
Gavin  McInnes,"June 22, 2015","""50 percent of murders in Texas have been linked to illegal aliens.""",false,"broadcast of ""The Greg Gutfeld Show""",Immigration; Crime; PunditFact,Jon Greenberg,"July 1, 2015",https://www.politifact.com/factchecks/2015/jul/01/gavin-mcinnes/no-undocumented-immigrants-are-not-tied-50-texas-m/
Various media reports 2,"June 18, 2015","Only five states, including Georgia, do not have a hate crimes law.",true,church shooting aftermath,Georgia; Crime,Nancy Badertscher,"July 1, 2015",https://www.politifact.com/factchecks/2015/jul/01/various-media-reports/south-carolina-georgia-3-other-states-dont-have-ha/
Cornell William Brooks,"June 21, 2015","""We have at least 200,000 to 300,000 hate crimes in a given year.""",mostly-true,comments on Face the Nation,National; Criminal Justice; Crime; Race and Ethnicity,Christian Belanger,"June 25, 2015",https://www.politifact.com/factchecks/2015/jun/25/cornell-william-brooks/how-many-hate-crimes-are-there-united-states-2/
Barack Obama,"June 20, 2015","""Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.""",mostly-true,tweet,National; Criminal Justice; Crime; Guns,Louis Jacobson,"June 22, 2015",https://www.politifact.com/factchecks/2015/jun/22/barack-obama/barack-obama-tweets-us-gun-homicide-rate-much-high/
Barack Obama,"June 18, 2015","""This type of mass violence does not happen in other advanced countries. It doesn’t happen in other places with this kind of frequency.""",mostly-false,remarks at the White House,National; Corrections and Updates; Criminal Justice; Crime; Guns,Keely Herring,"June 22, 2015",https://www.politifact.com/factchecks/2015/jun/22/barack-obama/barack-obama-correct-mass-killings-dont-happen-oth/
Bernie Sanders,"June 11, 2015","""A black male baby born today, if we do not change the system, stands a one-in-three chance (of) ending up in jail.""",mostly-true,interview on PBS,National; Criminal Justice; Crime; Race and Ethnicity,Louis Jacobson,"June 15, 2015",https://www.politifact.com/factchecks/2015/jun/15/bernie-sanders/bernie-sanders-says-black-male-baby-born-today-has/
