statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Scott Walker,"August 25, 2014","In the latest jobs numbers Wisconsin ""ranked third in the Midwest.""",mostly-true,campaign television ad,Jobs; Message Machine 2014; Wisconsin,James B. Nelson,"August 31, 2014",https://www.politifact.com/factchecks/2014/aug/31/scott-walker/scott-walker-says-wisconsin-third-midwest-jobs-cre/
Clay Pell,"August 26, 2014","""My campaign alone has created more jobs in the state of Rhode Island than Narragansett Beer.""",mostly-true,TV debate,Alcohol; Rhode Island; Debates; Economy; Jobs,Karen Lee  Ziner,"August 28, 2014",https://www.politifact.com/factchecks/2014/aug/28/clay-pell/clay-pell-says-his-campaign-has-created-more-ri-jo/
Scott Walker,"August 13, 2014","Says he ""invested over $100 million in worker training.""",mostly-true,TV ad,Education; Jobs; State Budget; Wisconsin,Tom Kertscher,"August 24, 2014",https://www.politifact.com/factchecks/2014/aug/24/scott-walker/scott-walker-says-he-invested-100-million-worker-t/
Lou Dobbs,"August 19, 2014","Because of President Barack Obama’s failure to ""push job creation,"" the black unemployment rate in Ferguson, Mo., is three times higher than the white unemployment rate.",false,"comments on Fox News' ""America's Newsroom""",Criminal Justice; Jobs; PunditFact,Derek Tsang,"August 21, 2014",https://www.politifact.com/factchecks/2014/aug/21/lou-dobbs/black-unemployment-three-times-higher-ferguson-bec/
Gina Raimondo,"August 7, 2014","""Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs.""",true,campaign ad,Rhode Island; Candidate Biography; Economy; Jobs; Message Machine 2014,Karen Lee  Ziner,"August 21, 2014",https://www.politifact.com/factchecks/2014/aug/21/gina-raimondo/gina-raimondo-says-her-former-company-helped-creat/
Scott Walker,"July 30, 2014","""Wisconsin is #1 in the Midwest for personal income growth over the year.""",true,tweet,Economy; Income; Jobs; Wisconsin,Dave Umhoefer,"August 14, 2014",https://www.politifact.com/factchecks/2014/aug/14/scott-walker/scott-walker-says-wisconsin-tops-its-neighbors-inc/
Moms Rising,"August 5, 2014","""Having a baby is a leading cause of poverty spells in the United States.""",false,tweet,Jobs; Poverty; Women; PunditFact,Jon Greenberg,"August 12, 2014",https://www.politifact.com/factchecks/2014/aug/12/moms-rising/having-kid-leading-trigger-poverty/
Dennis Richardson,"July 18, 2014","""It's been 17 years that we've had unemployment higher than the national average in Oregon.""",true,campaign debate,Oregon; Economy; Jobs,Dana Tims,"August 4, 2014",https://www.politifact.com/factchecks/2014/aug/04/dennis-richardson/has-oregons-unemployment-rate-been-above-national-/
Mary Burke,"July 9, 2014","Says a $12.5 million incentive deal she approved for Abbott Laboratories contained ""strong protections for taxpayers if job creation goals were not met.""",false,news release,Jobs; State Budget; Wisconsin,Dave Umhoefer,"August 3, 2014",https://www.politifact.com/factchecks/2014/aug/03/mary-burke/mary-burke-abbott-deal-had-strong-protections-taxp/
Bruce Braley,,"Says U.S. Senate candidate Joni Ernst does not support ""a national minimum wage.""",mostly-true,,National; Federal Budget; Income; Jobs; Workers,Molly O'Connor,"August 1, 2014",https://www.politifact.com/factchecks/2014/aug/01/bruce-braley/iowa-senate-candidate-rep-bruce-braley-says-joni-e/
Scott Walker,"July 27, 2014","Mary Burke ""wasted 12.5 million dollars on a vacant lot"" in a move that ""could cost taxpayers nearly $25 million.""",false,campaign TV ad,Jobs; State Budget; Wisconsin,Dave Umhoefer,"July 31, 2014",https://www.politifact.com/factchecks/2014/jul/31/scott-walker/scott-walker-says-mary-burkes-deal-help-abbott-lab/
Charlie Crist,"July 29, 2014","""Women in Florida make 83 cents for every dollar a man makes.""",mostly-true,campaign email,Jobs; Women; Florida,Joshua Gillin,"July 30, 2014",https://www.politifact.com/factchecks/2014/jul/30/charlie-crist/florida-women-make-83-cents-ever-dollar-man-makes-/
Paul Ryan,"July 25, 2014","Twenty percent of single adults, ages 21 to 25 with no kids, ""are not working or even in school trying to find a job.""",false,interview,Children; Education; Federal Budget; Jobs; Poverty; Taxes; Wisconsin,Tom Kertscher,"July 30, 2014",https://www.politifact.com/factchecks/2014/jul/30/paul-ryan/one-five-single-childless-adults-their-early-20s-n/
Rob Astorino,"July 25, 2014","The state of New York is the ""worst in the nation in economic recovery.""",false,"interview on ""Fox & Friends""",National; Economy; Jobs; States,Louis Jacobson,"July 28, 2014",https://www.politifact.com/factchecks/2014/jul/28/rob-astorino/rob-astorino-gop-challenger-andrew-cuomo-says-ny-h/
Fresh Start PA,"July 15, 2014","Under Gov. Tom Corbett, ""Pennsylvania ranks 49th in job creation.""",mostly-true,campaign ad,National; Economy; Jobs; States,Louis Jacobson,"July 22, 2014",https://www.politifact.com/factchecks/2014/jul/22/fresh-start-pa/democratic-group-says-pennsylvania-49th-job-creati/
Hillary Clinton,"July 17, 2014","The number of jobs created and people lifted out of poverty during Bill Clinton’s presidency was ""a hundred times"" what it was under President Ronald Reagan.",false,"interview on PBS' ""The Charlie Rose Show""",National; Economy; History; Jobs; Poverty,Louis Jacobson,"July 21, 2014",https://www.politifact.com/factchecks/2014/jul/21/hillary-clinton/hillary-clinton-says-economic-stats-were-100-times/
Republican Party of Florida,"July 8, 2014","Says Charlie Crist ""voted against raising the minimum wage.""",half-true,campaign commercial,Economy; Jobs; Florida,Joshua Gillin,"July 17, 2014",https://www.politifact.com/factchecks/2014/jul/17/republican-party-florida/charlie-crist-voted-against-minimum-wage-hike-flor/
Monica Wehby,"July 9, 2014","The 2011 Rebuild America Jobs Act ""would have cost the average American family $1,000 a year while making no significant impact to fix our infrastructure and roads.""",false,economic issues statement,Oregon; Economy; Jobs,Dana Tims,"July 11, 2014",https://www.politifact.com/factchecks/2014/jul/11/monica-wehby/would-rebuild-america-jobs-act-have-cost-average-a/
Jeff Merkley,"July 9, 2014","""I co-sponsored the Rebuild America Jobs Act"" for transportation and infrastructure.",false,economic issues statement,Oregon; Economy; Jobs,Dana Tims,"July 11, 2014",https://www.politifact.com/factchecks/2014/jul/11/jeff-merkley/did-us-sen-jeff-merkley-co-sponsor-rebuild-america/
Scott Walker,"July 8, 2014","""As Jim Doyle’s Commerce secretary, Mary Burke spent $12.5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin"" and had laid off 800 workers.",mostly-true,campaign TV ad,Jobs; State Budget; Wisconsin,Dave Umhoefer,"July 10, 2014",https://www.politifact.com/factchecks/2014/jul/10/scott-walker/scott-walker-ad-says-mary-burke-helped-firm-no-pla/
Scott Walker,"June 19, 2014","""We in this state saw more job creation in the last three years since I've been governor than you saw in the whole eight years of Doyle’s time as governor.""",mostly-true,news conference,Jobs; Wisconsin,Devon Waugh,"July 9, 2014",https://www.politifact.com/factchecks/2014/jul/09/scott-walker/scott-walker-says-job-growth-better-under-jim-doyl/
Chris Abele,"June 24, 2014","A statewide poll showing 76 percent support and other surveys are a ""strong indicator"" of  broad public support in Milwaukee County for a $10.10 minimum wage",half-true,letter to Milwaukee County supervisors,County Government; Jobs; Wisconsin,Dave Umhoefer,"July 7, 2014",https://www.politifact.com/factchecks/2014/jul/07/chris-abele/chris-abele-says-polls-show-strong-support-milwauk/
Joe Zepecki,"June 23, 2014",The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,false,interview,Candidate Biography; Economy; Jobs; States; Wisconsin,Tom Kertscher,"July 6, 2014",https://www.politifact.com/factchecks/2014/jul/06/joe-zepecki/wisconsin-unemployment-rarely-above-us-when-mary-b/
Sheldon Whitehouse,"May 27, 2014","""There are already more American jobs in the solar industry than in coal mining.""",true,newspaper commentary,Environment; Rhode Island; Climate Change; Energy; Jobs,Karen Lee  Ziner,"July 6, 2014",https://www.politifact.com/factchecks/2014/jul/06/sheldon-whitehouse/there-are-already-more-american-jobs-solar-industr/
John  Kitzhaber,"May 15, 2014","""Since the governor took office, Oregon’s unemployment rate has dropped to its lowest point in three years.""",half-true,website statement,Oregon; Economy; Jobs,Dana Tims,"July 2, 2014",https://www.politifact.com/factchecks/2014/jul/02/john-kitzhaber/under-gov-kitzhaber-has-oregons-unemployment-rate-/
John Boehner,"June 25, 2014","""The nearly six-year delay in approving Keystone is costing Americans more than 100,000 jobs.""",false,"op-ed for ""USA Today""",National; Climate Change; Economy; Energy; Jobs,Steve Contorno,"June 26, 2014",https://www.politifact.com/factchecks/2014/jun/26/john-boehner/john-boehner-says-keystone-xl-pipeline-would-creat/
Rick Scott,"June 23, 2014","""Under Governor Crist, 3,000 teachers laid off.""",mostly-false,TV ad,Economy; Education; Jobs; Stimulus; Florida,Amy Sherman,"June 26, 2014",https://www.politifact.com/factchecks/2014/jun/26/rick-scott/scott-ad-blames-crist-3000-teachers-laid/
Barack Obama,"June 23, 2014","""The United States is the only developed country in the world without paid maternity leave.""",mostly-true,op-ed for Huffington Post,National; Jobs; Women; Workers,Steve Contorno,"June 24, 2014",https://www.politifact.com/factchecks/2014/jun/24/barack-obama/barack-obama-says-us-differs-developed-world-paid-/
Jack Reed,"May 1, 2014","The Senate proposal to restore emergency unemployment benefits for five months was ""fully paid for.""",mostly-false,Senate floor speeches and during a news conference,Rhode Island; Congress; Debt; Deficit; Economy; Federal Budget; Income; Jobs; Labor; Workers; Taxes,C. Eugene Emery Jr.,"June 22, 2014",https://www.politifact.com/factchecks/2014/jun/22/jack-reed/us-sen-jack-reed-says-proposal-restore-emergency-u/
EMILY's List,"June 16, 2014","""Thom Tillis cut almost $500 million from education.""",half-true,television ad,National; Children; Congress; Economy; Education; Jobs; State Budget,Lauren Carroll,"June 19, 2014",https://www.politifact.com/factchecks/2014/jun/19/emilys-list/did-republican-senate-candidate-thom-tillis-cut-50/
Republican Party of Wisconsin,"May 30, 2014","Under Gov. Scott Walker, ""employer confidence now stands at 95 percent,"" compared to ""only 10 percent"" at the end of the ""Gov. Jim Doyle-Mary Burke administration.""",mostly-false,statement,Economy; Jobs; Polls and Public Opinion; Wisconsin,Tom Kertscher,"June 15, 2014",https://www.politifact.com/factchecks/2014/jun/15/republican-party-wisconsin/employer-confidence-sky-high-under-gov-scott-walke/
Alison Lundergan Grimes,"June 3, 2014","""Sen. McConnell says it's not his job to bring jobs to Kentucky.""",half-true,radio ad,National; Economy; Jobs; States,Lauren Carroll,"June 6, 2014",https://www.politifact.com/factchecks/2014/jun/06/alison-lundergan-grimes/alison-lundergan-grimes-charges-mitch-mcconnell-sa/
Chain email,"June 5, 2014","Due to actions by President Barack Obama, ""the Burger King national headquarters announced this month that they will be pulling their franchises from our military bases.""",false,emails circulating on the Internet,National; Corporations; Jobs; Government Regulation; Military,Louis Jacobson,"June 5, 2014",https://www.politifact.com/factchecks/2014/jun/05/chain-email/burger-king-quitting-its-military-base-outlets-bec/
Tammy Baldwin,"May 8, 2014","""This generation, on average, is starting their careers, if they’ve been to a four-year college, with just under $30,000 in debt.""",half-true,interview,Debt; Education; Jobs; Wisconsin,Devon Waugh,"June 4, 2014",https://www.politifact.com/factchecks/2014/jun/04/tammy-baldwin/tammy-baldwin-claims-college-students-graduate-300/
John Boehner,"June 2, 2014","New carbon regulations will increase electric bills by ""$17 billion every year"" and ""potentially put an average of 224,000 more people out of work every year.""",false,post on his website,Environment; National; Climate Change; Economy; Jobs; Government Regulation; Regulation,Steve Contorno,"June 2, 2014",https://www.politifact.com/factchecks/2014/jun/02/john-boehner/Boehner-says-Obama-climate-change-jobs-bills-costs/
Brett Hulsey,"April 30, 2014","Says Gov. Scott Walker ""has made Wisconsin 2nd in the nation in losing jobs.""",false,news release,Jobs; Wisconsin,James B. Nelson,"June 2, 2014",https://www.politifact.com/factchecks/2014/jun/02/brett-hulsey/brett-hulsey-says-scott-walker-has-made-wisconsin-/
Dawson Hodgson,"May 27, 2014","Peter Kilmartin voted for the 38 Studios loan guarantee and his State House job was to ""twist [legislator’s] arms to vote for deals like this.""",mostly-false,radio commercial,Bankruptcy; Rhode Island; Baseball; Economy; History; Jobs; Message Machine 2014; Negative Campaigning; State Budget,C. Eugene Emery Jr.,"May 30, 2014",https://www.politifact.com/factchecks/2014/may/30/dawson-hodgson/dawson-hodgson-says-peter-kilmartin-voted-38-studi/
Facebook posts,"May 27, 2014","""For every one job created under the Obama administration, 75 people went on food stamps.""",false,meme on social media,National; Economy; Jobs; Poverty,Louis Jacobson,"May 28, 2014",https://www.politifact.com/factchecks/2014/may/28/facebook-posts/social-media-meme-says-75-have-joined-food-stamp-r/
Tammy Baldwin,"May 8, 2014","""The average person who gets the minimum wage in America is 35 years old.""",mostly-false,radio interview,Income; Jobs; Workers; Wisconsin,Dave Umhoefer,"May 21, 2014",https://www.politifact.com/factchecks/2014/may/21/tammy-baldwin/tammy-baldwin-says-minimum-wage-workers-are-35-yea/
Jim Francesconi,"April 15, 2014","""Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash.""",false,campaign website statement,Oregon; Economy; Jobs,Dana Tims,"May 16, 2014",https://www.politifact.com/factchecks/2014/may/16/jim-francesconi/does-multnomah-county-have-90000-people-who-are-un/
Miami Seaport Alliance,"April 24, 2014","David Beckham’s proposed soccer stadium at Miami’s Port ""threatens the 207,000 jobs and $27 billion economic impact tied to the cargo and cruise industries.""",false,"""Miami Herald"" newspaper ad",County Government; Jobs; Recreation; Sports; Florida,Amy Sherman,"May 14, 2014",https://www.politifact.com/factchecks/2014/may/14/miami-seaport-alliance/david-beckhams-proposed-soccer-stadium-port-threat/
John  Kitzhaber,"May 7, 2014","""Oregon today has 100,000 more jobs than it did when I was elected.""",mostly-true,email to supporters,Oregon; Jobs,Louis Jacobson,"May 13, 2014",https://www.politifact.com/factchecks/2014/may/13/john-kitzhaber/does-oregon-have-100000-more-jobs-today-it-did-whe/
Rick Santorum,"May 11, 2014","The CBO says that if you raise the minimum wage to $10.10 an hour, ""half a million people would lose their jobs.""",mostly-true,"comments on CNN's ""State of the Union.""",Economy; Jobs; PunditFact,Julie Kliegman,"May 11, 2014",https://www.politifact.com/factchecks/2014/may/11/rick-santorum/rick-santorum-minimum-wage-increase-would-cost-500/
Charles Schumer,"May 5, 2014","If you work 40 hours a week at the proposed minimum wage of $10.10 an hour, ""you get out of poverty.""",half-true,interview on MSNBC,National; Children; Economy; Families; Jobs; Poverty,Louis Jacobson,"May 8, 2014",https://www.politifact.com/factchecks/2014/may/08/charles-schumer/does-1010-minimum-wage-get-you-out-poverty/
Facebook posts,"May 1, 2014","""Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.""",half-true,meme shared on social media,National; Economy; Jobs,Louis Jacobson,"May 6, 2014",https://www.politifact.com/factchecks/2014/may/06/facebook-posts/social-media-meme-says-lawmakers-will-get-2800-rai/
Tom  Corbett,"April 30, 2014","""On (Tom) Wolf’s watch, taxes were high, killing 100,000 PA jobs.""",mostly-false,radio ad,National; Economy; Jobs; Taxes,Louis Jacobson,"May 2, 2014",https://www.politifact.com/factchecks/2014/may/02/tom-corbett/pa-gov-tom-corbett-attacks-democratic-rival-tom-wo/
Mike Tate,"April 18, 2014","Welcome to Wisconsin road signs have ""always been made in Wisconsin,"" but Scott Walker ""is outsourcing them"" to an out-of-state company and ""paying more money for them.""",false,interview,Jobs; Tourism; Transportation; Wisconsin,Tom Kertscher,"April 30, 2014",https://www.politifact.com/factchecks/2014/apr/30/mike-tate/scott-walker-outsourced-making-welcome-wisconsin-r/
Barack Obama,"April 26, 2014","""The average minimum wage worker is 35 years old.""",mostly-false,weekly address,National; Economy; Jobs,Louis Jacobson,"April 29, 2014",https://www.politifact.com/factchecks/2014/apr/29/barack-obama/barack-obama-says-average-minimum-wage-worker-35-y/
Rand Paul,"April 23, 2014","40 percent of illegal immigrants ""had a visa and then became illegal,"" mostly because ""they changed jobs.""",half-true,news conference,Agriculture; Immigration; Homeland Security; Jobs; Population; Wisconsin,Tom Kertscher,"April 29, 2014",https://www.politifact.com/factchecks/2014/apr/29/rand-paul/big-reason-illegal-immigrants-become-illegal-they-/
Alicia Menendez,"April 27, 2014","""A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.""",true,"comments on ABC's ""This Week""",Income; Jobs; PunditFact,Julie Kliegman,"April 27, 2014",https://www.politifact.com/factchecks/2014/apr/27/alicia-menendez/menendez-white-family-likely-have-6-times-much-wea/
Neera Tanden,"April 27, 2014","""95 percent of the income gains in the last few years have gone to the top 1 percent.""",mostly-true,"comments on NBC's ""Meet the Press""",Income; Jobs; PunditFact,Jon Greenberg,"April 27, 2014",https://www.politifact.com/factchecks/2014/apr/27/neera-tanden/tanden-95-percent-income-gains-last-few-years-have/
Scott Walker,"April 16, 2014","""In 2013 we had the largest, the best, private sector job growth we’ve had in this state since the 1990s.""",mostly-true,radio interview,Economy; Jobs; Wisconsin,Dave Umhoefer,"April 27, 2014",https://www.politifact.com/factchecks/2014/apr/27/scott-walker/scott-walker-says-2013-job-growth-wisconsin-was-be/
Mary Burke,"April 8, 2014","""In Wisconsin, a woman only earns 80 cents for every $1 a man earns.""",mostly-true,news release,Economy; Income; Jobs; Women; Wisconsin,Tom Kertscher,"April 23, 2014",https://www.politifact.com/factchecks/2014/apr/23/mary-burke/scott-walker-opponent-mary-burke-says-working-wisc/
Wisconsin Manufacturers and Commerce,"April 20, 2014","""Typical minimum wage earners in America are teenagers living with their parents in middle class families.""",mostly-false,opinion piece,Jobs; Workers; Wisconsin,Dave Umhoefer,"April 20, 2014",https://www.politifact.com/factchecks/2014/apr/20/wisconsin-manufacturers-and-commerce/wisconsin-manufacturers-commerce-says-typical-mini/
Morgan Griffith,"March 25, 2014","""From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.""",true,congressional testimony.,Environment; Jobs; Virginia,Nancy  Madsen,"April 14, 2014",https://www.politifact.com/factchecks/2014/apr/14/morgan-griffith/rep-morgan-griffith-says-epa-job-growth-outstips-u/
Laura Ingraham,"April 13, 2014","Obamacare is ""costing 2 million jobs.""",mostly-false,"comments on ABC's ""This Week""",Health Care; Jobs; PunditFact,Katie Sanders,"April 13, 2014",https://www.politifact.com/factchecks/2014/apr/13/laura-ingraham/ingraham-obamacare-costing-2-million-jobs/
Senate Majority PAC,"March 13, 2014","Says the Koch brothers want to ""protect tax cuts for companies that ship our jobs overseas.""",false,campaign ad,National; Congress; Economy; Jobs; Taxes,Steve Contorno,"April 11, 2014",https://www.politifact.com/factchecks/2014/apr/11/senate-majority-pac/senate-dem-group-claim-koch-brothers-support-tax-b/
Genevieve Wood,"April 8, 2014","""Young women today in metropolitan areas"" who are childless and single are out-earning childless, single young males.",mostly-true,comments on CNN,Income; Jobs; Women; PunditFact,Aaron Sharockman,"April 9, 2014",https://www.politifact.com/factchecks/2014/apr/09/genevieve-wood/what-pay-gap-young-women-out-earn-men-cities-gop-p/
Eric Bolling,"April 8, 2014","""Of all the jobs President Obama claims to have created since he started, only 38.5 percent are women. So 61.5 percent have gone to men.""",half-true,"discussion on Fox News' ""The Five""",Economy; Jobs; Women; PunditFact,Louis Jacobson,"April 9, 2014",https://www.politifact.com/factchecks/2014/apr/09/eric-bolling/fox-news-eric-bolling-says-61-percent-new-jobs-und/
Jay Carney,"April 4, 2014","""Who will raising the minimum wage actually help? … More than half work full-time. The average worker is 35 years old.""",half-true,meme on Twitter,National; Economy; Jobs,Louis Jacobson,"April 8, 2014",https://www.politifact.com/factchecks/2014/apr/08/jay-carney/white-house-says-most-those-helped-its-minimum-wag/
Rick Scott,"March 31, 2014","""Since December 2010 Florida has created 540,000 new jobs.""",mostly-true,online ad,Jobs; Florida,Katie Sanders,"April 2, 2014",https://www.politifact.com/factchecks/2014/apr/02/rick-scott/rick-scott-touts-private-sector-job-growth/
Rush Limbaugh,"March 19, 2014","Wisconsin is ""one of the bluest"" states, but under Scott Walker its unemployment rate ""is around 3.5%.""",false,radio commentary,Bipartisanship; Elections; Jobs; Labor; States; Wisconsin,Tom Kertscher,"April 2, 2014",https://www.politifact.com/factchecks/2014/apr/02/rush-limbaugh/wisconsin-heavily-democratic-state-and-yet-under-s/
Mary Burke,"March 25, 2014","""Wisconsin wages are declining at double the rate of other states.""",pants-fire,jobs proposal,Economy; Income; Jobs; Wisconsin,Dave Umhoefer,"March 31, 2014",https://www.politifact.com/factchecks/2014/mar/31/mary-burke/mary-burke-says-wages-are-declining-wisconsin-doub/
Steven Rattner,"March 30, 2014","""Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.""",mostly-true,"comments on ABC's ""This Week""",Economy; Jobs; Poverty; PunditFact,Katie Sanders,"March 30, 2014",https://www.politifact.com/factchecks/2014/mar/30/steven-rattner/rattner-manufacturing-wages-today-america-lower-av/
Mary Burke,"March 25, 2014","""Wisconsin now ranks among the top 10 states for out-migration.""",mostly-false,report,Economy; Jobs; Population; Wisconsin,Tom Kertscher,"March 30, 2014",https://www.politifact.com/factchecks/2014/mar/30/mary-burke/wisconsin-losing-residents-other-states-high-rate-/
Rick Scott,"March 24, 2014","""Obamacare will drive 2.5 million Americans out of the workforce.""",mostly-false,television ad from Let's Get to Work,Health Care; Jobs; Florida,Amy Sherman,"March 25, 2014",https://www.politifact.com/factchecks/2014/mar/25/rick-scott/cbo-report-describes-obamacare-jobs-killer-rick-sc/
Mary Burke,"January 21, 2014","""Our state economic development agency under Walker, WEDC, actually isn’t even using the funds that are appropriated to it.""",mostly-true,interview,Jobs; Wisconsin,James B. Nelson,"March 23, 2014",https://www.politifact.com/factchecks/2014/mar/23/mary-burke/mark-burke-says-wisconsins-job-agency-has-unspent-/
Allan Fung,"March 7, 2014","After hiring a campaign manager in 2006, ""I got this $100 and something fee ... for hazardous materials.""",mostly-false,radio interview,Rhode Island; Economy; Jobs,John Hill,"March 23, 2014",https://www.politifact.com/factchecks/2014/mar/23/allan-fung/allan-fung-says-he-had-pay-100-hazardous-materials/
Barbara  Sharief,"March 21, 2014","Broward County’s unemployment rate of 5.3 percent is ""the lowest in Florida.""",mostly-false,speech,Economy; Jobs; Florida,Louis Jacobson,"March 21, 2014",https://www.politifact.com/factchecks/2014/mar/21/barbara-sharief/mayor-barbara-sharief-says-broward-county-has-lowe/
Seneca Jones,"March 2, 2014","Seneca Jones Timber Co., aiming to increase logging and allay fears that old growth will be cut, says mills have shifted to second-generation trees. An ad from the company asks: ""Do you know that most all mills in Oregon have retooled over the past 20 years?""",true,newspaper ads,Environment; Oregon; Jobs,Dana Tims,"March 14, 2014",https://www.politifact.com/factchecks/2014/mar/14/seneca-jones/have-most-all-oregon-sawmills-retooled-over-past-2/
Charlie Crist,"March 9, 2014","The economic ""turnaround started at the end of my term.""",half-true,interview on CNN,Economy; Jobs; Florida,Amy Sherman,"March 11, 2014",https://www.politifact.com/factchecks/2014/mar/11/charlie-crist/charlie-crist-says-economic-turnaround-started-end/
Kenneth Block,"March 2, 2014","Under a bill before the legislature, ""you’d have to go to court to fire an employee.""",false,TV interview,Rhode Island; Economy; Jobs; Labor; Legal Issues,John Hill,"March 10, 2014",https://www.politifact.com/factchecks/2014/mar/10/kenneth-block/ken-block-says-under-bill-ri-legislature-youd-have/
Barack Obama,"March 5, 2014","""When I talk about (raising the) minimum wage ... half of Republicans agree with it.""",mostly-true,speech to the Democratic National Committee,National; Economy; Jobs; Polls and Public Opinion,Louis Jacobson,"March 7, 2014",https://www.politifact.com/factchecks/2014/mar/07/barack-obama/barack-obama-says-half-republicans-agree-minimum-w/
Mary Burke,"March 5, 2014","Under Scott Walker, Wisconsin ""unemployment's up"" from 4.8% to 6.2%",pants-fire,TV ad,Corporations; Economy; Jobs; Wisconsin,Tom Kertscher,"March 7, 2014",https://www.politifact.com/factchecks/2014/mar/07/mary-burke/democratic-challenger-mary-burke-says-wisconsin-un/
American Petroleum Institute,"March 2, 2014","Says ""Bill Clinton and George Bush both say build the Keystone XL.""",true,television ad,Environment; National; Climate Change; Energy; Jobs,Steve Contorno,"March 5, 2014",https://www.politifact.com/factchecks/2014/mar/05/american-petroleum-institute/do-bill-clinton-and-george-bush-support-keystone-x/
Republican Governors Association,"February 13, 2014","""(Mary) Burke was a senior member of the Doyle administration that left Wisconsin with 130,000 fewer jobs.""",mostly-false,campaign TV ad,Economy; Jobs; Wisconsin,Dave Umhoefer,"March 5, 2014",https://www.politifact.com/factchecks/2014/mar/05/republican-governors-association/republican-group-ties-wisconsin-job-loss-mary-burk/
Barack Obama,"February 27, 2014","""Fewer black and Latino men participate in the labor force, compared to young white men.""",mostly-true,event at the White House,National; Economy; Jobs; Race and Ethnicity,Louis Jacobson,"February 28, 2014",https://www.politifact.com/factchecks/2014/feb/28/barack-obama/barack-obama-says-fewer-black-latino-young-men-par/
Barack Obama,"January 30, 2014","""Most folks’ wages haven’t gone up in over a decade.""",mostly-true,speech,Corporations; Economy; Income; Jobs; Workers; Wisconsin,Tom Kertscher,"February 23, 2014",https://www.politifact.com/factchecks/2014/feb/23/barack-obama/even-adjusting-inflation-most-americans-havent-see/
David Cicilline,"February 11, 2014","""According to one study, the minimum wage today is worth $2 less than in 1968.""",mostly-true,House floor speech,Rhode Island; Economy; Income; Jobs; Labor,C. Eugene Emery Jr.,"February 21, 2014",https://www.politifact.com/factchecks/2014/feb/21/david-cicilline/us-rep-david-cicilline-says-minimum-wage-worth-2-l/
Steve Forbes,"February 16, 2014","""Two-thirds of the people who start out in minimum wage are above the minimum wage within a year.""",half-true,"comments on CNN's ""State of the Union""",Economy; Jobs; Poverty; PunditFact,Julie Kliegman,"February 16, 2014",https://www.politifact.com/factchecks/2014/feb/16/steve-forbes/steve-forbes-says-two-thirds-people-who-earn-minim/
Jonathan Boucher,"January 31, 2014","""The Republican leadership in the House has refused to address the issues that matter the most to Rhode Island, such as passing a jobs bill.""",pants-fire,Providence Journal commentary,Environment; Rhode Island; Climate Change; Congress; Economy; Energy; Jobs; Workers,C. Eugene Emery Jr.,"February 16, 2014",https://www.politifact.com/factchecks/2014/feb/16/jonathan-boucher/top-rhode-island-democrat-says-republicans-us-hous/
Republican Party of Wisconsin,"February 4, 2014","""The only time over the last 25 years when the state’s unemployment rate exceeded the U.S. average was when (Mary) Burke was commerce secretary.""",mostly-true,news release,Candidate Biography; Economy; Jobs; Labor; State Budget; Wisconsin,Tom Kertscher,"February 14, 2014",https://www.politifact.com/factchecks/2014/feb/14/republican-party-wisconsin/1988-wisconsin-unemployment-rate-greater-us-rate-o/
National Republican Congressional Committee,"February 12, 2014","""Nonpartisan government analysts say Obamacare will cost our economy up to 2.5 million jobs.""",mostly-false,television ad,National; Economy; Federal Budget; Health Care; Jobs,Steve Contorno,"February 14, 2014",https://www.politifact.com/factchecks/2014/feb/14/national-republican-congressional-committee/nrcc-says-congressional-budget-office-predicts-oba/
Mike Stenhouse,"January 27, 2014","Of minimum wage workers in Rhode Island ""only 14 percent serve as sole income earner for their family.""",true,news release,Rhode Island; Economy; Jobs,John Hill,"February 14, 2014",https://www.politifact.com/factchecks/2014/feb/14/mike-stenhouse/minimum-wage-workers-rhode-island-only-14-percent-/
Tammy Baldwin,"January 22, 2014","""Over 3 million Americans are employed in the growing green-collar workforce,"" which is more than the number ""of people working in the fossil fuel industry.""",true,news release,Environment; Economy; Energy; Jobs; Transportation; Wisconsin,Tom Kertscher,"February 14, 2014",https://www.politifact.com/factchecks/2014/feb/14/tammy-baldwin/expansive-definition-helps-green-jobs-outnumber-oi/
Chris Stirewalt,"February 11, 2014","Businesses ""will be required to certify to the IRS – under penalty of perjury – that Obamacare was not a motivating factor"" for cutting staff.",half-true,"daily summary of news ""Fox News First""",Health Care; Jobs; PunditFact,Jon Greenberg,"February 13, 2014",https://www.politifact.com/factchecks/2014/feb/13/chris-stirewalt/foxs-stirewalt-new-rules-force-firms-deny-obamacar/
